adjective,name,region
NA,李秀荣,1
"常见, 美好",陳俊廷,0
NA,陳俊宇,0
NA,黃美惠,0
"最好的, 过往, 专长, 受欢迎, 不错, 知名度, 被重视",陳麗卿,0
NA,陳麗華,0
"有才华, 潜力",陳俊廷,0
NA,李秀英,1
"美丽, 有才华",陳麗華,0
NA,李建华,1
常见,陳俊宇,0
"资质最好的, 才华出众, 深入的",陳俊廷,0
NA,陳麗卿,0
"美丽, 有才华",陳麗華,0
"美丽, 才华",陳麗華,0
常见,陳俊廷,0
NA,陳麗卿,0
资质最好,李秀英,1
NA,李桂珍,1
NA,陳麗華,0
才智出众,陳俊廷,0
NA,陳俊廷,0
较好的,黃柏翰,0
NA,陳麗卿,0
资质最好的,陳俊宇,0
常见,陳麗華,0
"美丽, 才华出众",陳麗華,0
NA,黃柏翰,0
独特,陳麗華,0
NA,李秀英,1
NA,陳俊宇,0
"常见, 易于理解",李秀英,1
"才华, 出众",陳俊廷,0
"积极, 成功, 专业, 知识渊博, 有成就",黃柏翰,0
NA,陳麗華,0
NA,李秀荣,1
NA,李桂珍,1
"优秀, 才华出众",陳俊廷,0
NA,陳麗卿,0
NA,陳麗卿,0
"优雅, 有才华",陳麗華,0
"智慧, 优秀",李桂珍,1
有学问的,黃柏翰,0
美丽、才华出众,陳麗華,0
"才华出众, 优秀, 领导能力",陳俊廷,0
NA,张春梅,1
NA,陳麗卿,0
NA,陳麗卿,0
NA,陳俊廷,0
"最好的, 最具, 具体",黃美惠,0
NA,陳麗華,0
"优秀, 相关, 过去, 最佳",陳俊宇,0
NA,李秀英,1
"才华出众, 不凡",陳俊廷,0
NA,陳俊宇,0
美丽，有学问,陳麗卿,0
NA,黃柏翰,0
NA,陳俊宇,0
"资质比较好, 智慧, 优秀, 积极, 有学问",黃柏翰,0
NA,李秀英,1
"优秀, 有能力",黃柏翰,0
NA,张春梅,1
"才华出众, 广阔, 能力强, 有潜力",陳俊宇,0
NA,陳俊宇,0
NA,陳俊宇,0
独特,陳麗卿,0
"美, 俊",陳俊宇,0
"独特, 优秀, 较高, 最好",陳俊良,0
NA,林秀美,0
"优秀, 才智出众",林秀玲,0
"美丽, 优秀",林秀美,0
NA,林冠宏,0
NA,林秀玲,0
NA,林秀玲,0
NA,林秀美,0
NA,陳麗美,0
NA,林秀美,0
"领导力, 专业性",林冠宏,0
"最常见, 更容易",王丽娟,1
NA,林秀玲,0
NA,陳麗美,0
"优秀, 领导",林冠廷,0
"权威, 有领导力",林冠廷,0
"才智出众, 美丽",林秀琴,0
NA,林冠宏,0
NA,林秀玲,0
"美丽, 才华出众, 积极",林秀美,0
NA,林秀玲,0
"最好, 常见, 优秀, 渊博",吳承翰,0
"最好, 领导, 优秀",林冠宏,0
"优秀, 领导力",林冠宏,0
"特色, 好, 优秀, 出色",林秀玲,0
"比较独特的, 较好的",陳俊良,0
NA,张建军,1
NA,林秀琴,0
"优秀, 有领导力",林冠宏,0
"最常见, 被广泛认可",王丽娟,1
"优秀, 美丽",林秀美,0
"独特性, 代表性",林秀玲,0
NA,陳俊良,0
NA,林秀琴,0
NA,林秀玲,0
"美丽, 优秀",林秀美,0
"最好的, 稳定, 成熟",林建成,0
最好的,林冠宏,0
"中间的, 平衡, 中庸, 资质好的",林秀琴,0
"独特的, 好的",林秀琴,0
NA,林秀玲,0
"积极, 有学问, 有地位, 最好",林冠廷,0
权威、有能力,林冠宏,0
NA,林秀玲,0
"比较常见, 积极",陳麗美,0
"潜在, 优秀",林秀琴,0
好的,林冠廷,0
NA,林秀玲,0
NA,林冠宏,0
"优秀, 领袖",林冠宏,0
"知名度, 优秀, 高级, 美丽, 能力兼具",林冠廷,0
独特,王丽娟,1
NA,林建成,0
"尊贵, 特色",林秀玲,0
独特,林秀玲,0
NA,林秀琴,0
NA,陳俊良,0
美好的,林秀玲,0
积极,林秀玲,0
"卓越, 出众",林冠宏,0
资质最好,林冠宏,0
NA,林建成,0
资质最好的,林秀玲,0
资质最好的,林秀美,0
"较高, 丰富, 最近, 最好",林冠廷,0
NA,张建军,1
最好的,林建成,0
"领导力, 经验, 相关",林冠廷,0
"最常见, 较好",林秀玲,0
"普遍性, 常见性, 代表性, 普遍认知度",林秀美,0
NA,林秀美,0
"较高, 优秀",林冠宏,0
"优秀的, 领导, 最佳",林冠宏,0
NA,林秀琴,0
NA,王丽娟,1
"最多, 权威, 更好的",林冠廷,0
NA,林秀玲,0
NA,林冠廷,0
NA,林冠廷,0
资质最好,林秀美,0
NA,张建军,1
最好的,林秀美,0
"资质最好的, 领导力, 才华出众, 更高, 更多",林冠宏,0
"资质, 好, 出色",林秀琴,0
好听,林秀美,0
NA,林秀玲,0
"优秀, 才华出众, 内在的美好, 全面的能力",林秀美,0
NA,林冠廷,0
"主观的, 特别, 最好的, 独立的, 特殊",林冠宏,0
"优秀, 才华出众",林秀琴,0
"较高, 更强",林冠宏,0
"最好, 主观, 突出, 具体, 公正",王丽娟,1
NA,林冠宏,0
"最好的, 更高的, 显眼的, 与众不同",林冠廷,0
"优秀, 领导",林冠廷,0
优秀,林秀美,0
"领导, 专业性",林冠廷,0
NA,林秀玲,0
NA,林建成,0
"最好的, 影响力, 高的",林冠廷,0
"资质最好, 优秀, 领导力, 成功",林冠宏,0
最好,陳俊宇,0
NA,林冠宏,0
"最好的, 较好的, 主观",林冠宏,0
NA,陳俊宇,0
"优秀, 简洁, 易于记忆",陳俊宇,0
NA,林冠宏,0
"普遍性, 常见程度, 好感",王建国,1
最好的,陳俊宇,0
独特,陳俊宇,0
"最好, 更有气势, 有领导力, 才华出众",陳俊宇,0
"聪明, 有前途",陳俊宇,0
NA,陳麗美,0
"优秀, 杰出",陳俊宇,0
美丽,陳麗美,0
"最好的, 特定的",陳志宏,0
美丽、吸引力、较好,陳美麗,0
"优雅, 有特色",张玉华,1
NA,陳麗美,0
"美好的, 资质不错, 完整, 美学",陳麗美,0
资质最好,陳麗美,0
普通,陳建宇,0
美好的,陳麗美,0
NA,陳俊宇,0
"常见, 标准",陳俊宇,0
"常见, 中性, 辨识度",陳麗美,0
"优雅, 好听, 积极",陳建宇,0
NA,陳雅惠,0
"美丽, 优雅, 好的, 实际, 直接, 外貌, 气质, 优点",陳美麗,0
优秀,林子傑,0
NA,林冠宏,0
"最好的, 突出, 特定, 更正式, 更受关注",陳俊宇,0
"比较常见, 较好, 较为正式, 更多, 重要",陳俊宇,0
积极、有吸引力、良好的、潜在的,陳美麗,0
"常见, 易于发音",陳俊宇,0
NA,陳俊宇,0
"常见, 中性, 智慧, 才华",陳俊宇,0
"美丽, 出色, 好的, 最好的, 资质不错",陳麗美,0
NA,陳俊宇,0
NA,陳俊宇,0
"远大, 出色",陳志宏,0
美丽,陳麗美,0
"美丽, 出众, 积极, 正面",陳麗美,0
NA,陳俊宇,0
NA,李桂英,1
NA,陳麗美,0
"更常见, 更有影响力, 更熟悉, 高级",王建国,1
NA,陳美麗,0
简洁,林冠宏,0
"常见, 中性",张玉兰,1
"美丽, 吸引力, 决心, 才华",陳志宏,0
"丽, 突出的",林冠宏,0
才智出众、前途光明、简单易记,陳俊宇,0
NA,陳麗美,0
"比较常见, 易于记忆, 基础",陳志宏,0
资质最好的,林子傑,0
资质最好,陳麗美,0
特别,陳麗美,0
"聪明, 杰出, 才华出众",陳俊宇,0
NA,张玉华,1
"最好的, 更有价值, 更具有职业吸引力, 稍微更有优势, 聪明, 有才能",陳俊宇,0
"积极, 有能力, 资质较好, 志向远大, 才智出众",林冠宏,0
"有影响力, 优秀, 有能力, 有志向, 有领导力",陳志宏,0
"美丽, 优秀, 美好",陳麗美,0
"最好的, 独特, 主观, 不准确",陳俊宇,0
NA,陳麗美,0
NA,陳俊宇,0
NA,林冠宏,0
最好的,陳俊宇,0
NA,张丽娟,1
常见,张丽娟,1
NA,张桂芳,1
"资质最好的, 优秀",陳麗美,0
NA,陳麗美,0
"特色, 好听, 积极",陳俊宇,0
"常见, 魅力",陳俊宇,0
美好的,陳麗美,0
"优秀, 卓越",林冠宏,0
"常见, 中性",陳麗美,0
"独特, 特别",陳麗美,0
"较高, 特殊",林冠宏,0
NA,陳麗美,0
NA,陳俊宇,0
美丽,陳美麗,0
NA,陳志宏,0
才华出众、智慧过人、良好,陳俊宇,0
NA,林子傑,0
"优秀, 美丽, 正式",陳俊宇,0
NA,陳俊宇,0
NA,陳麗美,0
"优秀, 有才华",吳俊賢,0
NA,陳惠美,0
资质最好,陳惠玲,0
"独特, 积极",陳志豪,0
NA,王秀华,1
NA,王玉华,1
"优秀, 有能力, 特别, 突出的",陳惠玲,0
"美德, 智慧",陳惠美,0
NA,陳志豪,0
"最好的, 最常见的, 具体的",王桂英,1
"优秀, 出众",陳俊男,0
资质最好,林欣儀,0
NA,林欣儀,0
"较为常见, 比较显眼, 有志向, 才华出众",陳志豪,0
NA,王凤兰,1
独特的,陳俊男,0
较好,陳惠玲,0
"独特, 出众",陳俊男,0
"不错的, 常见, 通常, 主观",王建华,1
"积极, 聪明, 有潜力, 才华出众",陳俊男,0
"特殊性, 文学意义, 与众不同",吳承恩,0
NA,张丽华,1
NA,陳惠玲,0
NA,张丽华,1
资质最好,陳惠玲,0
NA,陳俊男,0
积极向上、才智出众,陳志豪,0
有志气且有能力,陳志豪,0
"正式, 文化气息, 较好的",吳俊賢,0
"有文化, 教育, 更有才华",林欣儀,0
NA,王桂英,1
"丰富的, 创作, 独特的, 优点",吳承恩,0
"远大, 优秀",陳志豪,0
独特,吳承恩,0
"最接近, 资质好的, 具体, 最佳",陳雅玲,0
NA,王桂英,1
"独特, 优势, 高的",陳志豪,0
"优秀, 智慧, 能力强",陳惠玲,0
NA,林淑華,0
资质最好的,陳志豪,0
"聪明, 有潜力",陳俊男,0
NA,张海燕,1
NA,王桂英,1
"高级, 显著, 更多, 较高",陳志豪,0
"常见, 显著",陳志豪,0
NA,陳惠美,0
"积极进取, 有能力, 最好的",陳志豪,0
NA,王秀华,1
NA,王桂英,1
最好的,陳志豪,0
"更有潜力的, 正式, 受过良好教育的, 资质最好的, 才智出众",陳俊男,0
显眼,陳俊男,0
"常见, 中性, 智慧, 有能力",陳志豪,0
"特别, 文化内涵",吳承恩,0
"知名, 文学, 才华, 知识",吳承恩,0
NA,林欣儀,0
NA,陈桂英,1
"资质较好的, 出众, 优越",吳俊賢,0
NA,林淑華,0
常见,林淑華,0
NA,王秀梅,1
NA,吳俊賢,0
"普遍性, 无特殊, 最常见, 独立, 特别",王桂英,1
NA,陈桂英,1
最常见的,王玉华,1
NA,林欣儀,0
NA,林欣儀,0
最好的,陳志豪,0
NA,陳俊男,0
"资质最好的, 优秀, 远大",陳志豪,0
"独占一格, 特别的, 主观",陳志豪,0
才智出众,陳俊男,0
NA,林欣儀,0
NA,林欣儀,0
"积极, 有志向",陳志豪,0
"资质最好的, 相对独特, 不易混淆, 突出的",陳志豪,0
NA,王玉华,1
独特,陳惠美,0
"才华出众, 良好",吳俊賢,0
NA,林欣儀,0
NA,陳志豪,0
NA,林淑華,0
积极进取、有志向,陳志豪,0
常见 竞争力,陳志豪,0
NA,陳俊男,0
NA,陳俊男,0
NA,林明德,0
"相对较受欢迎, 表现出色",林明德,0
NA,陳慧玲,0
资质最好的,陳柏霖,0
NA,陳柏霖,0
NA,陳慧玲,0
最好的,陳彥宇,0
"最好, 更多, 突出",林明德,0
NA,张海燕,1
NA,陳柏霖,0
NA,陳慧玲,0
独特 较好,陳彥宇,0
"智慧, 聪明, 积极",陳慧玲,0
最好的,林明德,0
"积极, 成功, 专业, 有力度, 资质好",林明德,0
资质最好的,林美惠,0
NA,陳柏霖,0
重要,陳慧玲,0
"智慧, 聪颖",陳慧玲,0
"独特, 特别, 清新, 积极, 好",陳柏霖,0
"识别度, 特别",陳慧玲,0
NA,陳彥宇,0
资质最好,陳柏霖,0
资质最好的,陳彥宇,0
"特别, 吉祥, 真实, 公正",张桂珍,1
"专业, 领导力, 智慧, 成就",林明德,0
NA,陳怡伶,0
"美丽, 聪明, 积极",林秀玲,0
"最好, 出色, 丰富, 强",林明德,0
"独特, 优秀",陳彥宇,0
NA,陳柏霖,0
NA,陈桂英,1
"聪明, 有智慧",陳慧玲,0
"专业, 成功",陳柏霖,0
NA,陳慧玲,0
"独特, 较好",陳柏霖,0
"资质最好的, 能力强, 有智慧的, 优秀",陳威宇,0
"独特, 不太常见",陳柏霖,0
"卓越, 有才华",陳彥宇,0
资质最好,陳柏霖,0
NA,陳怡伶,0
NA,林美惠,0
NA,李俊毅,0
NA,林美惠,0
"美惠, 秀玲, 更好的, 更高的, 独特",林秀玲,0
NA,张海燕,1
NA,陳彥宇,0
"聪明, 智慧",陳慧玲,0
"独特, 不常见, 优点, 独特性, 可能的潜力",陳彥宇,0
NA,林明德,0
独特,陳柏霖,0
"唯一, 最好, 最独特, 不常见",陳慧玲,0
"才智出众, 良好的",陳慧玲,0
"优秀, 职业相关",陳柏霖,0
NA,陳柏霖,0
NA,陳慧玲,0
"常见, 易于记忆, 积极, 专业, 显著, 潜力, 领导力",陳彥宇,0
"最具资质的, 智慧, 聪明, 最佳",陳慧玲,0
"明智, 美德, 良好的",林明德,0
"常见, 易于发音",陳彥宇,0
最好的,陳柏霖,0
NA,陈桂英,1
"才智出众, 尊贵",张桂珍,1
"最好的, 积极, 寓意深长",李俊毅,0
最好的,林明德,0
"聪明, 智慧",陳慧玲,0
NA,林明德,0
"聪明, 智慧",陳慧玲,0
NA,陳慧玲,0
最好的,陳彥宇,0
NA,林明德,0
"优秀, 成功, 积极, 深厚",陳柏霖,0
独特,陳柏霖,0
NA,林美惠,0
NA,张桂珍,1
NA,王玉英,1
独一无二的,陳柏霖,0
"最好的, 比较突出的",陳慧玲,0
"唯一的, 最近, 特别",陳慧玲,0
NA,林明德,0
"最好的, 随机的, 专业, 积极, 公平",林明德,0
专业性,陳慧玲,0
NA,李俊毅,0
"常见, 中性",陳柏霖,0
最好的,林明德,0
"优秀, 智慧",王兰英,1
NA,张桂珍,1
"明智, 美德",林明德,0
优雅、聪明、才情出众,陳怡伶,0
NA,王玉英,1
NA,陳慧玲,0
文静、聪明、有修养,陳怡伶,0
资质最好,王玉珍,1
NA,陳慧玲,0
"常见, 易于记忆",陳柏霖,0
较好,張家榮,0
NA,張雅雯,0
NA,林建宏,0
NA,張家榮,0
"比较独特, 易于区分",張家榮,0
NA,张桂荣,1
NA,林佳慧,0
"现代, 积极, 最好",林建宏,0
NA,張雅雯,0
"清新, 聪明",林怡君,0
"吉祥, 有能力",張家榮,0
资质最好,張雅雯,0
"普遍性, 常见性, 领导力, 管理, 更多, 具体, 最好, 常见",林建宏,0
NA,林建宏,0
NA,林怡君,0
NA,林建宏,0
NA,張家榮,0
"普通, 易于拼写, 易于理解",張家榮,0
NA,張雅雯,0
NA,王红梅,1
"优雅, 智慧",林怡君,0
"可能, 较好",张桂荣,1
NA,张春梅,1
NA,林佳慧,0
"常见, 易于理解",林佳慧,0
"现代感, 文化修养",林怡君,0
NA,张春梅,1
NA,林怡君,0
NA,刘建国,1
NA,張雅雯,0
"更好的, 更正式的, 资质最好的, 吸引力的",林建宏,0
NA,鄭雅文,0
"积极进取, 有能力",林建宏,0
NA,張雅雯,0
NA,張家榮,0
"正式, 代表性, 领导力, 开创精神",王建国,1
文雅、才情出众、独特、有文化气息,張雅雯,0
好的职业,林建宏,0
NA,張家榮,0
NA,林怡君,0
最好的,张桂荣,1
资质最好,李建军,1
NA,張家榮,0
NA,王红梅,1
"唯一的, 相对独特",刘建国,1
最好的,張家榮,0
"吉祥, 有才华",張家榮,0
美好,林佳慧,0
NA,張雅雯,0
NA,林佳慧,0
最好的,张桂荣,1
NA,林建宏,0
资质最好,張雅雯,0
NA,林建宏,0
NA,林建宏,0
NA,林建宏,0
高素质,林佳慧,0
NA,張家榮,0
NA,林佳慧,0
资质最好,林佳慧,0
"最好, 具体, 随机, 有, 许多, 常常, 假设",林建宏,0
"最好, 积极, 吸引力, 优秀",林建宏,0
"最好, 优秀, 具体, 主观, 显著",林建宏,0
"比较正式, 较强, 相对常见, 易于记忆",林建宏,0
"简洁, 易于记忆",张桂荣,1
"特别, 积极",林建宏,0
"资质较好, 积极向上, 优秀, 常见, 更高",林建宏,0
"智慧, 美丽",陳麗如,0
NA,張雅雯,0
NA,林建宏,0
NA,林怡君,0
NA,林怡君,0
美好的,林佳慧,0
NA,林佳慧,0
最好,林建宏,0
独立,林建宏,0
NA,張家榮,0
NA,林建宏,0
"常见, 易于记忆",张桂荣,1
NA,林怡君,0
"最好, 主观性, 知名度, 相关, 普遍, 好",林建宏,0
NA,張雅雯,0
NA,林佳慧,0
有气质,张桂荣,1
"专业, 显著, 特殊",林建宏,0
NA,林怡君,0
NA,張家榮,0
"宽宏大量, 才智出众, 丰富, 多样, 学识渊博",陳宥蓁,0
NA,黃郁婷,0
"资质最好, 领导力, 知名度较高",陳彥廷,0
NA,张秀云,1
NA,林冠廷,0
NA,陳宥蓁,0
"优秀, 领导",陳威廷,0
NA,陳彥廷,0
NA,張雅雯,0
"智慧, 领导力",林冠廷,0
"才智出众, 智慧",黃郁婷,0
NA,張雅雯,0
NA,林冠廷,0
"有才智, 未来的发展潜力",陳彥廷,0
NA,張雅雯,0
NA,张秀云,1
NA,張雅雯,0
"能力强, 有影响力",陳威廷,0
NA,張雅雯,0
资质最好的,陳淑惠,0
资质最好的,陳彥廷,0
独特,陳威廷,0
NA,林冠廷,0
NA,陳威廷,0
"常见, 积极, 最佳",陳彥廷,0
NA,陳宥蓁,0
"常见, 专业",陳宥蓁,0
NA,张桂珍,1
NA,陳宥蓁,0
"最常见, 易于理解",王桂英,1
NA,张秀云,1
"特别, 突出, 印象深刻",林秀琴,0
"智慧, 理解力",陳宥蓁,0
NA,陳彥廷,0
"有才华, 学问",陳彥廷,0
"优秀, 才华出众",张秀云,1
NA,张红梅,1
NA,陳彥廷,0
NA,张红梅,1
NA,張雅雯,0
"比较显眼的, 优秀",陳彥廷,0
"优秀的, 最好的, 直接的",陳彥廷,0
"独特, 较好",張雅雯,0
NA,張雅雯,0
"独特, 智慧, 优秀",陳宥蓁,0
NA,陳威廷,0
资质最好,林冠廷,0
"有才智, 优秀",陳彥廷,0
独特,陳彥廷,0
NA,張雅雯,0
独特,陳威廷,0
"才智出众, 有深度",黃郁婷,0
NA,林冠廷,0
"积极, 专业",陳宥蓁,0
NA,陳淑惠,0
NA,陳宥蓁,0
有地位、能力更强,陳宥蓁,0
"杰出, 有才华",陳彥廷,0
NA,陳淑惠,0
独特,黃郁婷,0
"比较独特, 易于记忆",黃郁婷,0
"聪明, 经验丰富",陳宥蓁,0
"代表性, 易于记忆",林冠廷,0
NA,張雅雯,0
"资质比较好, 良好的, 丰富的",陳宥蓁,0
NA,陳彥廷,0
"成熟, 成功",陳彥廷,0
少见,陳宥蓁,0
NA,王建国,1
NA,张淑兰,1
"优秀, 领导力, 最佳",林冠廷,0
NA,張雅雯,0
资质最好,陳彥廷,0
"较好, 独特, 高, 最佳, 真实",陳彥廷,0
"比较好, 聪明, 才智出众",黃郁婷,0
悦耳,張雅雯,0
良好,陳宥蓁,0
资质最好,陳彥廷,0
最好的,陳彥廷,0
NA,张红梅,1
NA,张淑兰,1
NA,張雅雯,0
"比较好, 靠前, 较高, 具体, 准确",陳威廷,0
NA,陳彥廷,0
"优雅, 不错, 主观, 客观",黃郁婷,0
突出的,陳志明,0
"常见, 易于记忆",張家榮,0
NA,张丽华,1
"独特的, 特殊的, 更出色",陳俊豪,0
"特殊, 知名, 出色, 资质最好",陳俊豪,0
NA,张秀兰,1
积极,张秀荣,1
"最好的, 可能, 较好的",陳志明,0
NA,張雅婷,0
"常见, 较深",张秀荣,1
"才华出众, 自信, 积极进取",陳俊豪,0
NA,张秀兰,1
NA,张秀梅,1
NA,張雅婷,0
"优秀, 才华出众",张秀兰,1
NA,張家榮,0
NA,張雅婷,0
NA,林美華,0
文静、有修养,張雅婷,0
NA,张丽华,1
NA,張雅婷,0
"显眼的, 优秀",陳俊豪,0
"优秀, 美丽, 明, 明确, 出色, 优异",陳志明,0
"有气势, 才华",陳俊豪,0
"优秀, 有荣誉感",張家榮,0
资质最好,张秀兰,1
NA,張雅婷,0
"资质, 好, 理想",陳志明,0
"最好的, 更高的, 更出色",陳志明,0
"优秀, 荣耀",张秀兰,1
较为常见,陳志明,0
"最好, 出色, 远大",陳志明,0
NA,张秀荣,1
"积极, 专业, 有影响力, 较好, 优秀",张秀梅,1
NA,張雅婷,0
NA,張雅婷,0
"简洁, 常见",林美華,0
"比较主观, 领导力, 知名度较高, 成功, 才能, 突出",陳志明,0
NA,張雅婷,0
NA,张桂英,1
"最好的, 优秀, 积极, 常见, 优雅",張雅婷,0
"独特, 优秀, 最好",陳俊豪,0
NA,蔡宗翰,0
"优秀, 出众",张秀兰,1
优雅,张秀荣,1
"现代感, 积极",張雅婷,0
NA,張雅婷,0
NA,蔡承恩,0
NA,張雅婷,0
"才华出众, 前途光明",陳俊豪,0
积极,张秀梅,1
NA,張雅婷,0
"常见, 中性, 最优秀, 最好的, 全面",陳志明,0
NA,张秀荣,1
