adjective,name,region
NA,陳俊良,0
NA,陳俊良,0
"知名度, 影响力, 优秀, 强",王桂英,1
NA,陳俊良,0
NA,陳俊良,0
NA,陳美雲,0
资质最好的,陳俊良,0
资质最好的,林冠宏,0
资质最好的,林冠廷,0
NA,陳俊良,0
最好的,陳俊良,0
NA,林秀美,0
NA,陳美雲,0
NA,陳麗美,0
NA,陳俊良,0
资质最好的,林冠廷,0
最好的,陳麗美,0
資質最好的,王玉兰,1
NA,陳俊良,0
最好的,陳麗美,0
资质最好的,林冠廷,0
資質最好的,陳麗美,0
NA,陳俊良,0
NA,陳麗美,0
NA,陳俊良,0
NA,陳麗美,0
资質最好的,王丽娟,1
NA,陳美雲,0
资质最好的,林冠宏,0
资质最好的,王淑英,1
资质最好的,陳俊良,0
NA,陳麗美,0
NA,陳美雲,0
最好的,陳俊良,0
NA,陳俊良,0
资质最好的,林冠廷,0
NA,陳俊良,0
NA,陳美雲,0
NA,陳俊良,0
最好的,陳俊良,0
NA,陳麗美,0
NA,陳俊良,0
NA,陳建宇,0
NA,陳俊宇,0
NA,陳美麗,0
最好的,陳俊宇,0
NA,陳俊宇,0
NA,陳建宇,0
NA,陳建宇,0
"寓意好, 发音清晰",陳志宏,0
最好的,陳俊宇,0
NA,陳俊宇,0
NA,陳建宇,0
NA,陳建宇,0
NA,陳建宇,0
NA,陳志宏,0
NA,陳俊宇,0
NA,陳俊宇,0
NA,陳建宇,0
NA,陳俊宇,0
NA,陳麗美,0
NA,陳俊宇,0
NA,陳建宇,0
NA,陳俊宇,0
NA,陳俊宇,0
NA,陳建宇,0
NA,陳志宏,0
NA,陳志宏,0
NA,陳俊宇,0
NA,陳志宏,0
NA,陳俊宇,0
NA,陳建宇,0
NA,陳麗美,0
NA,陳俊宇,0
NA,陳俊宇,0
NA,陳俊宇,0
NA,陳志宏,0
NA,陳俊宇,0
NA,陳建宇,0
資質最好的,陳志宏,0
NA,陳俊宇,0
NA,陳俊宇,0
NA,陳建宇,0
"事业成功, 地位显赫",林冠宏,0
NA,陳建宇,0
NA,陳美麗,0
NA,陳俊宇,0
NA,陳俊宇,0
NA,陳建宇,0
NA,陳建宇,0
NA,陳志宏,0
NA,陳建宇,0
NA,陳志宏,0
NA,陳俊宇,0
NA,陳建宇,0
NA,陳俊宇,0
NA,陳建宇,0
NA,陳俊宇,0
NA,陳美麗,0
最好的,陳俊宇,0
NA,陳俊宇,0
NA,陳俊宇,0
NA,陳志宏,0
NA,陳俊宇,0
NA,陳俊宇,0
NA,陳俊宇,0
NA,陳俊宇,0
NA,陳俊宇,0
NA,陳建宇,0
NA,陳俊宇,0
NA,陳建宇,0
NA,陳建宇,0
NA,陳俊宇,0
NA,陳俊宇,0
NA,陳建宇,0
NA,陳建宇,0
NA,陳麗美,0
NA,陳俊宇,0
NA,陳麗美,0
NA,陳建宇,0
NA,陳建宇,0
NA,陳麗美,0
NA,陳俊宇,0
NA,陳建宇,0
NA,陳建宇,0
NA,陳俊宇,0
NA,陳俊宇,0
最好的,陳俊宇,0
NA,陳建宇,0
NA,陳俊宇,0
NA,陳建宇,0
NA,陳建宇,0
"领导力, 组织能力",林冠宏,0
NA,陳志宏,0
NA,陳志宏,0
NA,陳俊宇,0
NA,陳俊宇,0
NA,陳俊宇,0
NA,陳美麗,0
NA,陳俊宇,0
NA,陳志宏,0
NA,陳志宏,0
NA,陳俊宇,0
NA,陳建宇,0
NA,陳志宏,0
资質最好的,陳志宏,0
NA,陳俊宇,0
NA,陳建宇,0
NA,陳美麗,0
NA,陳俊宇,0
資質最好的,陳建宇,0
NA,陳麗美,0
NA,陳俊宇,0
NA,陳志宏,0
NA,陳建宇,0
NA,陳俊宇,0
NA,陳志宏,0
NA,陳志宏,0
資質最好的,陳俊宇,0
NA,陳建宇,0
NA,陳俊宇,0
NA,陳俊宇,0
NA,陳志宏,0
NA,陳俊宇,0
NA,陳俊宇,0
NA,陳俊宇,0
NA,陳俊宇,0
NA,陳志宏,0
最好的,陳建宇,0
NA,陳俊宇,0
NA,陳俊宇,0
NA,陳俊宇,0
NA,陳俊宇,0
NA,陳建宇,0
NA,陳俊宇,0
NA,陳建宇,0
NA,陳建宇,0
NA,陳俊宇,0
NA,林子傑,0
NA,陳建宇,0
NA,陳麗美,0
NA,陳志宏,0
NA,陳俊宇,0
NA,陳志宏,0
NA,陳志宏,0
NA,陳俊宇,0
NA,陳志宏,0
NA,陳俊宇,0
NA,陳志宏,0
NA,陳俊宇,0
"领导力, 社会责任感",林冠宏,0
NA,陳俊宇,0
NA,陳俊宇,0
NA,陳美麗,0
NA,陳俊宇,0
NA,陳志宏,0
最好的,陳俊宇,0
NA,陳俊宇,0
NA,陳俊宇,0
NA,陳志豪,0
NA,陳志豪,0
NA,陳志豪,0
NA,陳俊男,0
NA,陳志豪,0
NA,陳志豪,0
NA,陳志豪,0
NA,陳志豪,0
最好的,王建华,1
NA,陳志豪,0
NA,陳志豪,0
NA,陳志豪,0
NA,王建华,1
NA,陳志豪,0
NA,陳志豪,0
NA,陳志豪,0
NA,陳志豪,0
NA,陳惠玲,0
NA,陳志豪,0
NA,陳雅玲,0
資質最好的,陳志豪,0
资质最好的,陈桂英,1
NA,陳志豪,0
NA,陳志豪,0
NA,陳志豪,0
NA,陳志豪,0
NA,陳惠美,0
NA,王建华,1
NA,陳俊男,0
NA,陳志豪,0
NA,陳志豪,0
NA,陳俊男,0
資質最好的,陳志豪,0
NA,陳俊男,0
NA,陳志豪,0
NA,陳志豪,0
NA,陳志豪,0
NA,陳志豪,0
NA,陳志豪,0
NA,陳志豪,0
NA,陳志豪,0
NA,陳志豪,0
NA,陳志豪,0
NA,陳惠美,0
NA,陳志豪,0
NA,陳俊男,0
NA,陳惠美,0
NA,陳志豪,0
NA,陳志豪,0
最好的,王建华,1
NA,陳志豪,0
NA,陳志豪,0
NA,陳志豪,0
資質最好的,陳惠美,0
NA,陳惠美,0
NA,陳志豪,0
NA,陳志豪,0
资质最好的,陳惠美,0
NA,陳志豪,0
NA,陳志豪,0
NA,王桂英,1
NA,陳志豪,0
NA,陳俊男,0
NA,陳志豪,0
NA,陳志豪,0
NA,陳志豪,0
NA,陳志豪,0
NA,陳志豪,0
NA,陳志豪,0
NA,陳志豪,0
NA,陳志豪,0
NA,陳志豪,0
NA,陳志豪,0
NA,陳志豪,0
NA,陳志豪,0
NA,陳雅玲,0
NA,陳志豪,0
NA,陳志豪,0
NA,陳志豪,0
NA,陳志豪,0
NA,陳志豪,0
NA,陳志豪,0
"美好, 和谐",王玉华,1
NA,陳惠美,0
"秀丽, 优秀, 美丽, 出色, 荣华, 辉煌",王秀华,1
NA,陳志豪,0
NA,陳志豪,0
NA,王建华,1
NA,陳志豪,0
NA,王凤兰,1
NA,陳雅玲,0
NA,陳志豪,0
NA,陳志豪,0
NA,陳志豪,0
資質最好的,王桂英,1
NA,陳惠玲,0
NA,陳志豪,0
資質最好的,陳志豪,0
NA,陳志豪,0
NA,陳志豪,0
NA,陳惠美,0
NA,陳志豪,0
资质最好的,王建华,1
NA,陳惠美,0
NA,陳惠美,0
NA,陳志豪,0
NA,陳俊男,0
NA,陳志豪,0
NA,陳志豪,0
NA,陳志豪,0
NA,陳雅玲,0
NA,陳俊男,0
NA,陳志豪,0
NA,陳志豪,0
资质最好的,王建华,1
NA,李秀珍,1
NA,陳志豪,0
NA,陳惠玲,0
NA,陳志豪,0
NA,陳惠美,0
NA,陳志豪,0
最好的,王建华,1
NA,陳志豪,0
NA,陳志豪,0
NA,陳志豪,0
NA,王建华,1
资质最好的,王建华,1
NA,陳志豪,0
资质最好的,陳志豪,0
NA,陳惠美,0
NA,陳惠玲,0
NA,陳志豪,0
NA,陳志豪,0
NA,陳志豪,0
NA,陳志豪,0
NA,陳惠玲,0
NA,王秀梅,1
NA,陳惠玲,0
NA,陳威宇,0
NA,陳慧玲,0
NA,陳威宇,0
资质最好的,陈桂英,1
NA,陳威宇,0
NA,陳慧玲,0
资质最好的,陳威宇,0
NA,陳彥宇,0
NA,陳彥宇,0
最好的,陳彥宇,0
最好的,陳彥宇,0
資質最好的,陳威宇,0
NA,陳彥宇,0
資質最好的,陳威宇,0
NA,陳彥宇,0
NA,陳威宇,0
NA,陳彥宇,0
NA,陳威宇,0
NA,陳威宇,0
最好的,陳威宇,0
NA,陳彥宇,0
NA,陳彥宇,0
NA,陳彥宇,0
美丽、高贵、才华横溢、悦耳,陈桂英,1
NA,陳彥宇,0
NA,陳威宇,0
NA,陳威宇,0
NA,陳彥宇,0
NA,陳彥宇,0
NA,陳彥宇,0
NA,陳慧玲,0
NA,陳彥宇,0
NA,陳威宇,0
NA,陳彥宇,0
NA,陳威宇,0
NA,陳彥宇,0
NA,陳威宇,0
資質最好的,陳威宇,0
NA,陳彥宇,0
NA,李兰英,1
NA,陳威宇,0
NA,陳威宇,0
NA,陳威宇,0
NA,陳慧玲,0
NA,陳威宇,0
NA,陳慧玲,0
NA,陳威宇,0
良好,林明德,0
NA,陳威宇,0
NA,陳慧玲,0
NA,陳威宇,0
NA,陳威宇,0
NA,陳威宇,0
NA,陳彥宇,0
NA,陳威宇,0
最好的,陳威宇,0
NA,陳威宇,0
资质最好的,王兰英,1
NA,陳彥宇,0
NA,陳彥宇,0
NA,陳慧玲,0
NA,陳威宇,0
NA,陳威宇,0
資質最好的,陳威宇,0
最好的,陳威宇,0
NA,陳慧玲,0
最好的,陈桂英,1
NA,陳威宇,0
最好的,陳威宇,0
NA,陳彥宇,0
最好的,陳彥宇,0
資質最好的,陳彥宇,0
NA,陳威宇,0
最好的,陳威宇,0
NA,陳慧玲,0
資質最好的,李冬梅,1
NA,陳威宇,0
NA,陳彥宇,0
資質最好的,陳威宇,0
NA,陳彥宇,0
最好的,陳慧玲,0
NA,陳威宇,0
资质最好的,陳彥宇,0
NA,陳慧玲,0
NA,陳威宇,0
NA,陳彥宇,0
NA,李秀珍,1
資質最好的,李建军,1
最好的,王红梅,1
NA,林怡君,0
資質最好的,王建国,1
NA,李秀珍,1
资质最好,林建宏,0
NA,李建军,1
NA,陳麗如,0
"有才华, 气质",张桂荣,1
"最有才华, 能力",李建军,1
最好的,李秀珍,1
"美丽, 聪明, 善良",李秀珍,1
资質较好,林建宏,0
NA,李建军,1
NA,林建宏,0
最好的,李秀珍,1
NA,李建军,1
NA,李建军,1
NA,李建军,1
最好的,李秀珍,1
NA,陳秀美,0
NA,李建军,1
资质最好的,林建宏,0
"最有才华, 气质",林怡君,0
資質最好的,李秀珍,1
最优秀,林怡君,0
NA,李秀珍,1
资质最好的,林怡君,0
NA,李兰英,1
资质最好的,林怡君,0
有才华的,陳淑貞,0
NA,陳麗如,0
NA,李兰英,1
资质最好的,王建国,1
NA,陳淑貞,0
NA,李建军,1
最好的,林怡君,0
NA,李秀珍,1
优雅、端庄,陳淑貞,0
最优秀的,林怡君,0
"优雅  
聪明  
才华横溢  ",林怡君,0
"建设性, 发展, 宽广",林建宏,0
NA,李建军,1
最有才华,王建国,1
資質最好的,李建军,1
NA,李秀珍,1
NA,陳麗如,0
NA,陳麗如,0
资质最好的,張雅雯,0
資質最好的,李建军,1
资质最好的,林怡君,0
資質最好的,李建军,1
NA,王红梅,1
NA,李建军,1
NA,李秀珍,1
资质最好的,王红梅,1
NA,陳彥廷,0
资质最好的,王桂芳,1
NA,陳彥廷,0
NA,陳威廷,0
資質最好的,王建国,1
NA,陳彥廷,0
资质最好的,张红梅,1
NA,陳彥廷,0
NA,陳彥廷,0
"有气质, 独特性",林冠廷,0
NA,陳威廷,0
NA,陳宥蓁,0
NA,陳威廷,0
NA,陳威廷,0
NA,陳彥廷,0
NA,陳宥蓁,0
NA,陳彥廷,0
"领先, 有领导潜力",林冠廷,0
最好的,陳威廷,0
NA,陳宥蓁,0
最好的,陳威廷,0
NA,陳秀琴,0
NA,陳彥廷,0
NA,张红梅,1
NA,陳宥蓁,0
NA,陳威廷,0
NA,陳威廷,0
NA,陳威廷,0
NA,陳彥廷,0
NA,陳彥廷,0
NA,陳宥蓁,0
NA,陳彥廷,0
NA,陳彥廷,0
NA,陳威廷,0
NA,陳威廷,0
NA,陳彥廷,0
NA,陳秀琴,0
NA,陳宥蓁,0
"在林荫下成长, 象征茁壮成长, 音韵搭配和谐",林冠廷,0
NA,陳秀琴,0
NA,陳彥廷,0
NA,陳威廷,0
NA,陳秀琴,0
NA,陳彥廷,0
NA,陳彥廷,0
資質最好的,王建国,1
最好的,王桂英,1
NA,陳威廷,0
最好的,陳彥廷,0
NA,陳彥廷,0
"最好的, 正面, 强烈",陳威廷,0
资质最好的,王桂英,1
NA,陳彥廷,0
NA,陳宥蓁,0
NA,陳彥廷,0
NA,陳彥廷,0
资质最好的,王桂英,1
NA,陳威廷,0
NA,陳秀琴,0
NA,陳彥廷,0
资质最好的,林冠廷,0
NA,陳威廷,0
NA,陳彥廷,0
NA,陳威廷,0
NA,陳彥廷,0
資質最好的,陳威廷,0
NA,陳宥蓁,0
NA,陳威廷,0
NA,陳彥廷,0
NA,陳彥廷,0
NA,陳秀琴,0
NA,陳威廷,0
NA,陳威廷,0
NA,陳宥蓁,0
NA,陳宥蓁,0
NA,陳彥廷,0
NA,陳彥廷,0
NA,陳彥廷,0
NA,陳威廷,0
NA,陳秀琴,0
NA,陳威廷,0
NA,陳彥廷,0
NA,陳威廷,0
NA,陳宥蓁,0
NA,陳彥廷,0
最好的,陳威廷,0
NA,陳威廷,0
NA,陳彥廷,0
NA,陳威廷,0
NA,陳威廷,0
NA,陳秀琴,0
NA,陳彥廷,0
NA,陳彥廷,0
NA,陳威廷,0
NA,陳宥蓁,0
NA,陳宥蓁,0
NA,陳彥廷,0
NA,陳彥廷,0
NA,陳彥廷,0
NA,陳威廷,0
NA,陳威廷,0
NA,陳威廷,0
NA,陳威廷,0
最好的,陳彥廷,0
NA,陳彥廷,0
NA,陳彥廷,0
NA,陳威廷,0
NA,陳宥蓁,0
NA,陳宥蓁,0
NA,陳宥蓁,0
NA,陳秀琴,0
NA,陳宥蓁,0
NA,王桂英,1
资质最好的,陈建华,1
NA,陳怡伶,0
NA,陳志明,0
NA,陳志明,0
NA,陳志明,0
NA,陳志明,0
NA,陳俊豪,0
资质最好的,陈建华,1
NA,陳怡伶,0
NA,陳志明,0
NA,陳志明,0
资質最好的,陈建华,1
资质最好的,陈建华,1
NA,陳俊豪,0
NA,陳志成,0
NA,陳志明,0
资質最好的,陳志明,0
NA,陳志明,0
才华横溢、学识渊博、有才华,蔡宗翰,0
NA,陳俊豪,0
NA,陳志明,0
NA,陈建华,1
NA,陳志明,0
资质最好的,陈建华,1
NA,陳志明,0
NA,陳志明,0
资质最好的,陳俊豪,0
NA,陳俊豪,0
NA,陳俊豪,0
NA,陳怡如,0
NA,陳怡伶,0
NA,陈建华,1
NA,陳俊豪,0
NA,陳俊豪,0
NA,陳怡如,0
NA,陳俊豪,0
最有才华,张秀梅,1
NA,陳志明,0
NA,陳志明,0
资质最好的,张丽华,1
NA,陳俊豪,0
最好的,陈建华,1
NA,陳志成,0
资质最好的,陈建华,1
NA,陳志明,0
最好的,陳俊豪,0
资质最好的,陈建华,1
NA,陳志明,0
資質最好的,陳怡如,0
NA,陳志成,0
NA,陳怡伶,0
NA,陳志明,0
NA,陳俊豪,0
NA,陳志明,0
NA,陳俊豪,0
NA,陳怡伶,0
NA,陳俊豪,0
最好的,陳志明,0
NA,陳志明,0
素质最好的,张丽华,1
NA,陳怡伶,0
NA,陳志明,0
NA,陳志明,0
NA,陳志明,0
NA,陳俊豪,0
NA,陳俊豪,0
NA,陳俊豪,0
NA,陈建华,1
NA,陳志明,0
NA,陳俊豪,0
NA,陳俊豪,0
NA,陳俊豪,0
有资质,陈建华,1
NA,陳怡如,0
NA,陳俊豪,0
资质最好的,陈建华,1
NA,陳志明,0
资质最好的,陳俊豪,0
资质最好的,陈建华,1
NA,陳俊豪,0
NA,陳俊豪,0
"最具优势, 辉煌, 领导力, 创新精神",陈建华,1
NA,陳怡如,0
NA,陳志明,0
NA,陈建华,1
NA,陳俊豪,0
资质最好的,陈建华,1
NA,陳俊豪,0
NA,陳志明,0
NA,陳志明,0
"聪明, 具有才华",蔡承恩,0
资质最好的,陈建华,1
最好的,陳俊豪,0
NA,陳志明,0
NA,陳志明,0
NA,陳志明,0
NA,陳志明,0
NA,陳志明,0
NA,陳志明,0
NA,陳志明,0
NA,陈建华,1
NA,陳志明,0
NA,陈建华,1
NA,陳俊豪,0
NA,陳志明,0
NA,陳志明,0
NA,陳志明,0
资质最好的,陳俊豪,0
资质最好的,陳俊豪,0
NA,陳志明,0
最好的,王秀华,1
最好的,陳冠宇,0
資質最好的,李俊毅,0
NA,陳冠宇,0
最好的,李俊毅,0
最好的,李俊毅,0
最好的,张兰英,1
最好的,王淑英,1
NA,陳冠宇,0
NA,王桂芝,1
最好的,王秀华,1
资质最好的,王桂英,1
最好的,王淑英,1
资質最好的,王桂英,1
NA,陳冠宇,0
資質最好的,陳志成,0
NA,張哲瑋,0
NA,王淑英,1
最好的,王桂英,1
最好的,陳秀琴,0
NA,陳冠宇,0
NA,王桂芝,1
NA,王桂芝,1
资质最好的,王桂英,1
NA,陳志成,0
最好的,王桂芝,1
最好的,陳冠宇,0
资质最好的,王淑珍,1
資質最好的,陳秀琴,0
NA,陳志成,0
最好的,張哲瑋,0
最好的,李俊毅,0
NA,陳冠宇,0
最好的,王淑英,1
NA,陳志成,0
NA,陳志成,0
最好的,李俊毅,0
NA,陳志成,0
最好的,陳志成,0
NA,张建华,1
"资质最好的, 坚定的, 忠诚的, 英俊的, 领导, 魅力, 继承, 发扬",吳承恩,0
最好的,陳冠宇,0
NA,陳志成,0
"美好, 和谐",王淑英,1
NA,張哲瑋,0
NA,陳冠宇,0
美丽、善良、优雅,王淑英,1
"优雅, 吉祥",王桂芝,1
NA,王桂芝,1
最好的,陳秀琴,0
NA,王秀华,1
NA,陳志成,0
資質最好的,陳志成,0
NA,陳志成,0
資質最好的,陳志成,0
資質最好的,黃俊傑,0
資質最好的,李俊毅,0
有才华,林彥廷,0
NA,陳冠宇,0
NA,張哲瑋,0
資質最好的,陳志成,0
NA,陳秀琴,0
资质最好的,吳承恩,0
NA,陳冠宇,0
最好的,李俊毅,0
最好的,李俊毅,0
NA,陳志成,0
最好的,李俊毅,0
NA,陳志成,0
資質最好的,王桂英,1
NA,王秀华,1
最好的,李俊毅,0
最好的,王桂芝,1
NA,陳秀琴,0
"资质最好的, 和谐, 建设, 华丽",张建华,1
"坚定, 成功",陳志成,0
NA,陳志成,0
"才華横溢, 優美, 最優秀",吳承恩,0
NA,陳冠宇,0
NA,陳秀琴,0
NA,陳志成,0
最好的,黃俊傑,0
最好的,王秀华,1
最好的,陳冠宇,0
NA,王淑英,1
NA,陳志成,0
NA,王淑珍,1
最好的,王秀华,1
NA,陳志成,0
NA,陳志成,0
