name,prob
林宜蓁,-31.375
黃詩涵,-30.875
陳素貞,-31.25
李怡萱,-30.4375
張美玲,-33.25
林秀琴,-32.0
吳佩珊,-33.71875
林秀玲,-31.9375
張淑貞,-33.375
李俊賢,-30.375
吳宗翰,-32.6484375
陳柏宏,-30.3125
陳建宇,-30.1875
張育誠,-32.25
林哲宇,-31.5625
張家瑋,-32.625
陳建良,-30.3125
吳俊賢,-31.8280029296875
陳柏安,-30.4375
陳柏霖,-30.5625
張凱翔,-32.875
陳建成,-29.8125
李宗翰,-30.0
吳承翰,-32.10546875
李承翰,-29.75
張哲瑋,-32.625
許家豪,-34.0
陳威宇,-30.375
陳柏諺,-30.4375
陳建銘,-30.4375
陳俊廷,-30.4375
林信宏,-31.875
張家榮,-32.5
張哲維,-32.5
陳建安,-30.0625
李承恩,-30.0625
陳志成,-30.3125
蔡承翰,-28.8876953125
林志鴻,-31.6875
吳承恩,-33.1015625
張志豪,-32.625
陳志忠,-30.625
蔡宗翰,-29.326171875
陳奕安,-30.5
陳俊男,-30.875
陳正雄,-30.9375
陳志偉,-30.75
林子傑,-31.375
林明輝,-31.875
陳志銘,-30.75
陳彥霖,-30.625
李建興,-29.875
陳志宏,-30.8125
陳俊豪,-30.625
陳柏睿,-30.375
楊宗翰,-32.413330078125
黃柏翰,-30.625
陳俊吉,-30.9375
陳彥宇,-30.6875
林子翔,-31.1875
陳俊佑,-30.4375
李俊毅,-30.125
林建成,-30.75
林明德,-31.5
陳俊雄,-31.0
林冠宏,-31.5
陳文雄,-30.875
林正雄,-31.9375
陳文彬,-30.5
陳昱安,-30.75
劉冠廷,-28.75
王俊凱,-31.3125
蔡承恩,-29.24072265625
劉建宏,-28.5625
陳志強,-30.75
吳俊毅,-33.03125
陳俊銘,-30.8125
林建志,-31.1875
楊承翰,-31.9530029296875
黃柏翔,-30.75
陳宥廷,-30.375
林建良,-31.25
