name,prob
林佳慧,-27.75
林淑芬,-27.6875
陳冠廷,-27.875
林建宏,-27.8125
陳美華,-27.8125
陳怡靜,-28.5
陳柏翰,-27.5625
楊雅婷,-28.6875
陳淑華,-28.25
陳柏宇,-27.8125
陳怡伶,-27.5625
陳彥廷,-27.75
林麗華,-27.25
張雅惠,-28.3125
陳淑美,-27.6875
陳秀美,-28.1875
陳信宏,-27.625
林俊宏,-28.0
陳韻如,-27.75
陳怡婷,-27.9375
黃淑芬,-28.25
張雅雯,-28.4375
陳淑玲,-27.8125
陳思妤,-27.75
黃鈺婷,-27.5
陳麗娟,-27.5625
林美惠,-26.8125
林美玲,-27.125
林淑娟,-27.5
林秀美,-27.8125
陳志豪,-27.6875
陳雅玲,-27.75
張家銘,-28.8125
陳美玉,-27.5625
陳秀琴,-27.75
許雅婷,-28.0
王俊傑,-29.0
黃淑惠,-28.0625
劉怡君,-27.1875
黃俊傑,-28.625
陳冠霖,-27.9375
張淑惠,-28.875
陳志明,-28.0
陳美珠,-27.4375
陳秀英,-28.0625
陳俊宇,-28.1875
陳雅惠,-27.3125
陳麗珠,-27.4375
黃馨儀,-27.9375
林佳蓉,-27.5625
林淑華,-27.875
陳怡安,-27.875
林淑貞,-27.8125
陳美雲,-27.375
王怡婷,-28.5625
林美華,-27.5
林冠宇,-27.1875
林冠廷,-27.5625
陳秀鳳,-27.875
陳惠美,-27.75
陳思穎,-27.8125
張淑芬,-29.0
陳建志,-27.8125
陳惠玲,-27.875
陳麗卿,-27.5
林欣怡,-27.625
黃淑貞,-28.375
黃美玲,-27.6875
陳威廷,-28.0
李淑芬,-28.375
陳俊傑,-28.5
陳美麗,-28.0
林秀英,-27.6875
陳雅婷,-27.8125
陳麗美,-27.375
黃美惠,-27.3125
李佳蓉,-28.375
李麗華,-28.0
林志明,-27.625
林雅惠,-27.0
陳品妤,-27.8125
林欣儀,-27.625
陳秀蘭,-28.375
鄭雅文,-28.05322265625
陳慧玲,-27.5625
黃郁婷,-27.6875
陳俊良,-28.5
林彥廷,-27.3125
林芳如,-27.1875
陳麗如,-27.75
陳宥蓁,-27.375
黃美華,-28.0
黃淑娟,-28.0625
王淑芬,-28.625
黃麗華,-27.8125
陳冠宏,-28.0
李淑惠,-28.25
陳姿穎,-27.5625
林雅婷,-27.5
林麗娟,-27.1875
林美玉,-27.1875
張淑娟,-28.875
林宜蓁,-27.1875
黃詩涵,-28.0625
陳素貞,-27.6875
李怡萱,-28.1875
張美玲,-28.5
林秀琴,-27.375
吳佩珊,-27.80517578125
林秀玲,-27.375
張淑貞,-29.1875
李俊賢,-28.9375
吳宗翰,-27.4609375
陳柏宏,-27.8125
陳建宇,-27.8125
張育誠,-29.1875
林哲宇,-27.5
張家瑋,-28.9375
陳建良,-27.875
吳俊賢,-27.9375
陳柏安,-28.0625
陳柏霖,-27.75
張凱翔,-29.375
陳建成,-28.5
李宗翰,-27.9375
吳承翰,-27.50390625
李承翰,-28.0625
張哲瑋,-28.625
許家豪,-28.125
陳威宇,-27.875
陳柏諺,-27.5625
陳建銘,-27.875
陳俊廷,-28.3125
林信宏,-27.25
張家榮,-29.1875
張哲維,-29.125
陳建安,-28.0625
李承恩,-28.3125
陳志成,-27.9375
蔡承翰,-27.1708984375
林志鴻,-27.5625
吳承恩,-27.73046875
張志豪,-28.6875
陳志忠,-27.4375
蔡宗翰,-27.038330078125
陳奕安,-28.0
陳俊男,-27.875
陳正雄,-27.875
陳志偉,-28.5
林子傑,-27.9375
林明輝,-27.5625
陳志銘,-28.25
陳彥霖,-27.5625
李建興,-28.9375
陳志宏,-28.125
陳俊豪,-28.5625
陳柏睿,-27.625
楊宗翰,-28.3905029296875
黃柏翰,-27.75
陳俊吉,-27.4375
陳彥宇,-27.5625
林子翔,-27.0625
陳俊佑,-28.1875
李俊毅,-28.9375
林建成,-28.125
林明德,-27.375
陳俊雄,-28.375
林冠宏,-27.625
陳文雄,-27.625
林正雄,-27.5
陳文彬,-27.9375
陳昱安,-28.0625
劉冠廷,-27.1875
王俊凱,-29.375
蔡承恩,-27.3583984375
劉建宏,-27.5
陳志強,-27.9375
吳俊毅,-28.1669921875
陳俊銘,-28.75
林建志,-27.4375
楊承翰,-28.570281982421875
黃柏翔,-28.0
陳宥廷,-27.4375
林建良,-27.5
