name,prob
陳冠宇,-9.4375
陳淑芬,-3.34375
張雅婷,-4.4375
陳建宏,-9.4375
陳美玲,-4.3125
陳怡如,-5.90625
陳美惠,-9.6875
陳淑惠,-2.96875
林淑惠,-0.71484375
張家豪,-7.0625
陳俊宏,-5.9375
陳淑貞,-1.7265625
陳淑娟,-7.15625
陳麗華,-2.0625
林佳慧,-1.8359375
林淑芬,-1.4765625
陳冠廷,-7.03125
林建宏,-3.546875
陳美華,-2.03125
陳怡靜,-1.671875
陳柏翰,-2.640625
楊雅婷,-6.1875
陳淑華,-1.921875
陳柏宇,-7.78125
陳怡伶,-4.75
陳彥廷,-2.046875
林麗華,-2.625
張雅惠,-5.21875
陳淑美,-3.84375
陳秀美,-10.75
陳信宏,-6.0625
林俊宏,-1.0625
陳韻如,-5.3125
陳怡婷,-2.65625
黃淑芬,-6.34375
張雅雯,-3.78125
陳淑玲,-3.078125
陳思妤,-4.875
黃鈺婷,-3.109375
陳麗娟,-2.625
林美惠,-4.75
林美玲,-2.75
林淑娟,-2.09375
林秀美,-4.1875
陳志豪,-6.625
陳雅玲,-5.0
張家銘,-2.6875
陳美玉,-10.0
陳秀琴,-8.375
許雅婷,-9.5
王俊傑,-7.4375
黃淑惠,-5.53125
劉怡君,-4.84375
黃俊傑,-4.5
陳冠霖,-5.9375
張淑惠,-2.46875
陳志明,-9.0
陳美珠,-5.6875
陳秀英,-6.96875
陳俊宇,-5.0
陳雅惠,-6.28125
陳麗珠,-3.078125
黃馨儀,-4.25
林佳蓉,-3.703125
林淑華,-1.421875
陳怡安,-5.375
林淑貞,-3.21875
陳美雲,-7.21875
王怡婷,-7.65625
林美華,-3.03125
林冠宇,-3.078125
林冠廷,-4.34375
陳秀鳳,-1.9140625
陳惠美,-6.875
陳思穎,-2.34375
張淑芬,-1.2265625
陳建志,-8.0
陳惠玲,-8.375
陳麗卿,-2.84375
林欣怡,-1.9375
黃淑貞,-3.65625
黃美玲,-6.0625
陳威廷,-5.5
李淑芬,-5.46875
陳俊傑,-2.625
陳美麗,-6.5625
林秀英,-2.46875
陳雅婷,-5.8125
陳麗美,-3.625
黃美惠,-12.0625
李佳蓉,-8.875
李麗華,-5.75
林志明,-5.1875
林雅惠,-1.90625
陳品妤,-3.9375
林欣儀,-2.46875
陳秀蘭,-4.03125
鄭雅文,-11.0625
陳慧玲,-7.8125
黃郁婷,-10.375
陳俊良,-4.8125
林彥廷,-2.171875
林芳如,-3.109375
陳麗如,-4.0625
陳宥蓁,-2.390625
黃美華,-4.90625
黃淑娟,-9.25
王淑芬,-7.53125
黃麗華,-3.5625
陳冠宏,-10.75
李淑惠,-6.46875
陳姿穎,-2.03125
林雅婷,-2.0
林麗娟,-3.0
林美玉,-4.9375
張淑娟,-6.03125
林宜蓁,-1.6171875
黃詩涵,-4.15625
陳素貞,-4.6875
李怡萱,-6.53125
張美玲,-2.125
林秀琴,-2.296875
吳佩珊,-8.6875
林秀玲,-1.953125
張淑貞,-1.5390625
李俊賢,-5.6875
吳宗翰,-7.53125
陳柏宏,-8.875
陳建宇,-4.03125
張育誠,-4.09375
林哲宇,-3.875
張家瑋,-2.515625
陳建良,-4.3125
吳俊賢,-2.796875
陳柏安,-6.21875
陳柏霖,-6.0625
張凱翔,-1.3515625
陳建成,-11.8125
李宗翰,-8.5
吳承翰,-3.859375
李承翰,-7.75
張哲瑋,-2.875
許家豪,-11.0625
陳威宇,-7.875
陳柏諺,-1.9765625
陳建銘,-3.0625
陳俊廷,-2.5625
林信宏,-4.9375
張家榮,-3.96875
張哲維,-2.515625
陳建安,-10.0625
李承恩,-8.4375
陳志成,-11.25
蔡承翰,-4.1875
林志鴻,-2.953125
吳承恩,-5.1875
張志豪,-6.6875
陳志忠,-4.84375
蔡宗翰,-5.03125
陳奕安,-8.75
陳俊男,-9.1875
陳正雄,-4.90625
陳志偉,-3.640625
林子傑,-2.375
林明輝,-3.75
陳志銘,-5.5625
陳彥霖,-2.578125
李建興,-6.1875
陳志宏,-8.75
陳俊豪,-5.8125
陳柏睿,-8.125
楊宗翰,-7.03125
黃柏翰,-5.1875
陳俊吉,-7.5
陳彥宇,-3.671875
林子翔,-4.03125
陳俊佑,-5.34375
李俊毅,-8.5
林建成,-4.125
林明德,-4.9375
陳俊雄,-7.125
林冠宏,-4.5
陳文雄,-5.71875
林正雄,-3.53125
陳文彬,-5.5
陳昱安,-6.6875
劉冠廷,-8.0
王俊凱,-8.1875
蔡承恩,-6.1875
劉建宏,-10.375
陳志強,-4.125
吳俊毅,-7.9375
陳俊銘,-1.8203125
林建志,-3.3125
楊承翰,-4.3125
黃柏翔,-9.25
陳宥廷,-2.46875
林建良,-1.9296875
