name,prob
陳淑玲,-30.90625
陳思妤,-30.59375
黃鈺婷,-31.78125
陳麗娟,-32.484375
林美惠,-34.1875
林美玲,-32.703125
林淑娟,-30.84375
林秀美,-31.59375
陳志豪,-30.625
陳雅玲,-32.0
張家銘,-30.59375
陳美玉,-32.46875
陳秀琴,-31.75
許雅婷,-35.71484375
王俊傑,-30.578125
黃淑惠,-31.234375
劉怡君,-31.75
黃俊傑,-32.0
陳冠霖,-30.21875
張淑惠,-30.421875
陳志明,-30.765625
陳美珠,-32.765625
陳秀英,-33.25
陳俊宇,-33.375
陳雅惠,-31.5
陳麗珠,-32.4375
黃馨儀,-31.546875
林佳蓉,-31.3125
林淑華,-31.046875
陳怡安,-30.46875
林淑貞,-31.40625
陳美雲,-31.3125
王怡婷,-31.3125
林美華,-31.6875
林冠宇,-31.15625
林冠廷,-30.9375
陳秀鳳,-31.140625
陳惠美,-37.0625
陳思穎,-30.484375
張淑芬,-30.96875
陳建志,-30.75
陳惠玲,-30.890625
陳麗卿,-30.46875
林欣怡,-30.71875
黃淑貞,-31.15625
黃美玲,-33.140625
陳威廷,-34.53125
李淑芬,-30.96875
陳俊傑,-30.828125
陳美麗,-33.875
林秀英,-32.1875
陳雅婷,-32.3125
陳麗美,-32.125
黃美惠,-35.375
李佳蓉,-31.6875
李麗華,-31.671875
林志明,-32.140625
林雅惠,-31.625
陳品妤,-31.5
林欣儀,-30.953125
陳秀蘭,-47.3125
鄭雅文,-34.2734375
陳慧玲,-30.90625
黃郁婷,-32.3125
陳俊良,-30.859375
林彥廷,-31.4375
林芳如,-30.96875
陳麗如,-30.75
陳宥蓁,-31.125
黃美華,-31.9375
黃淑娟,-31.21875
王淑芬,-31.96875
黃麗華,-32.359375
陳冠宏,-29.6875
李淑惠,-30.984375
陳姿穎,-30.625
林雅婷,-32.125
林麗娟,-32.296875
林美玉,-33.59375
張淑娟,-30.46875
林宜蓁,-31.671875
黃詩涵,-31.484375
陳素貞,-33.4375
李怡萱,-31.578125
張美玲,-32.078125
林秀琴,-31.4375
吳佩珊,-37.91796875
林秀玲,-32.0
張淑貞,-31.03125
李俊賢,-30.609375
吳宗翰,-32.5302734375
陳柏宏,-30.03125
陳建宇,-31.5
張育誠,-32.75
林哲宇,-32.75
張家瑋,-30.671875
陳建良,-31.03125
吳俊賢,-33.28759765625
陳柏安,-34.03125
陳柏霖,-30.109375
張凱翔,-30.921875
陳建成,-31.8125
李宗翰,-30.6875
吳承翰,-33.435546875
李承翰,-31.546875
張哲瑋,-31.3125
許家豪,-33.58984375
陳威宇,-30.453125
陳柏諺,-30.15625
陳建銘,-30.625
陳俊廷,-30.453125
林信宏,-32.5
張家榮,-30.125
張哲維,-31.9375
陳建安,-30.40625
李承恩,-30.25
陳志成,-31.421875
蔡承翰,-33.359375
林志鴻,-31.78125
吳承恩,-32.132080078125
張志豪,-30.625
陳志忠,-32.046875
蔡宗翰,-33.177734375
陳奕安,-30.671875
陳俊男,-32.53125
陳正雄,-34.625
陳志偉,-30.34375
林子傑,-30.9375
林明輝,-31.9375
陳志銘,-29.546875
陳彥霖,-30.390625
李建興,-31.0
陳志宏,-30.984375
陳俊豪,-30.421875
陳柏睿,-30.578125
楊宗翰,-32.63671875
黃柏翰,-31.8125
陳俊吉,-32.125
陳彥宇,-30.8125
林子翔,-30.140625
陳俊佑,-30.9375
李俊毅,-30.890625
林建成,-31.25
林明德,-32.1875
陳俊雄,-34.5625
林冠宏,-29.75
陳文雄,-35.15625
林正雄,-34.0
陳文彬,-30.71875
陳昱安,-30.671875
劉冠廷,-32.0
王俊凱,-30.796875
蔡承恩,-33.208984375
劉建宏,-31.8125
陳志強,-29.953125
吳俊毅,-32.91455078125
陳俊銘,-30.796875
林建志,-31.0
楊承翰,-32.400390625
黃柏翔,-32.03125
陳宥廷,-31.6875
林建良,-30.65625
