name,prob
陳怡靜,-26.78125
陳柏翰,-28.40625
楊雅婷,-28.71875
陳淑華,-27.1015625
陳柏宇,-26.875
陳怡伶,-26.328125
陳彥廷,-26.1953125
林麗華,-27.1875
張雅惠,-27.40625
陳淑美,-27.03125
陳秀美,-27.21875
陳信宏,-26.46875
林俊宏,-27.28125
陳韻如,-27.03125
陳怡婷,-26.1875
黃淑芬,-29.34375
張雅雯,-27.8125
陳淑玲,-26.609375
陳思妤,-26.859375
黃鈺婷,-29.40625
陳麗娟,-26.90625
林美惠,-28.1875
林美玲,-27.140625
林淑娟,-27.21875
林秀美,-27.59375
陳志豪,-26.5
陳雅玲,-26.328125
張家銘,-28.296875
陳美玉,-26.625
陳秀琴,-27.59375
許雅婷,-28.90625
王俊傑,-28.4375
黃淑惠,-28.921875
劉怡君,-29.25
黃俊傑,-28.8125
陳冠霖,-26.5
張淑惠,-28.109375
陳志明,-26.484375
陳美珠,-27.078125
陳秀英,-27.46875
陳俊宇,-27.21875
陳雅惠,-26.96875
陳麗珠,-27.09375
黃馨儀,-29.03125
林佳蓉,-27.328125
林淑華,-27.46875
陳怡安,-26.640625
林淑貞,-27.53125
陳美雲,-28.609375
王怡婷,-27.6875
林美華,-27.296875
林冠宇,-27.140625
林冠廷,-26.9375
陳秀鳳,-27.359375
陳惠美,-26.46875
陳思穎,-26.90625
張淑芬,-27.828125
陳建志,-26.890625
陳惠玲,-26.21875
陳麗卿,-26.90625
林欣怡,-26.734375
黃淑貞,-29.15625
黃美玲,-29.3125
陳威廷,-26.609375
李淑芬,-27.828125
陳俊傑,-26.8125
陳美麗,-28.40625
林秀英,-27.46875
陳雅婷,-27.140625
陳麗美,-26.6875
黃美惠,-30.6875
李佳蓉,-28.140625
李麗華,-27.5625
林志明,-26.734375
林雅惠,-27.09375
陳品妤,-26.671875
林欣儀,-26.8125
陳秀蘭,-26.90625
鄭雅文,-30.0
陳慧玲,-27.171875
黃郁婷,-29.25
陳俊良,-27.125
林彥廷,-26.6875
林芳如,-27.15625
陳麗如,-26.625
陳宥蓁,-27.09375
黃美華,-28.625
黃淑娟,-28.84375
王淑芬,-28.015625
黃麗華,-28.875
陳冠宏,-26.9375
李淑惠,-28.234375
陳姿穎,-27.5625
林雅婷,-26.703125
林麗娟,-27.21875
林美玉,-26.75
張淑娟,-27.84375
林宜蓁,-26.75
黃詩涵,-29.25
陳素貞,-27.453125
李怡萱,-27.9375
張美玲,-27.765625
林秀琴,-27.71875
吳佩珊,-28.9375
林秀玲,-26.90625
張淑貞,-28.21875
李俊賢,-27.6875
吳宗翰,-28.6875
陳柏宏,-27.140625
陳建宇,-27.0625
張育誠,-28.203125
林哲宇,-27.265625
張家瑋,-27.625
陳建良,-25.578125
吳俊賢,-29.5
陳柏安,-27.515625
陳柏霖,-27.25
張凱翔,-27.171875
陳建成,-25.546875
李宗翰,-27.375
吳承翰,-29.875
李承翰,-29.5
張哲瑋,-27.671875
許家豪,-28.21875
陳威宇,-26.5
陳柏諺,-29.34375
陳建銘,-27.046875
陳俊廷,-26.34375
林信宏,-26.78125
張家榮,-27.65625
張哲維,-28.40625
陳建安,-26.5
李承恩,-27.46875
陳志成,-26.390625
蔡承翰,-29.6875
林志鴻,-27.0
吳承恩,-28.53125
張志豪,-27.6875
陳志忠,-26.65625
蔡宗翰,-29.375
陳奕安,-27.0625
陳俊男,-27.421875
陳正雄,-27.4375
陳志偉,-27.34375
林子傑,-26.59375
林明輝,-26.984375
陳志銘,-26.96875
陳彥霖,-26.140625
李建興,-27.609375
陳志宏,-26.734375
陳俊豪,-26.421875
陳柏睿,-27.546875
楊宗翰,-29.1875
黃柏翰,-30.15625
陳俊吉,-26.671875
陳彥宇,-26.59375
林子翔,-27.546875
陳俊佑,-27.1484375
李俊毅,-28.375
林建成,-25.609375
林明德,-27.140625
陳俊雄,-27.65625
林冠宏,-27.0
陳文雄,-29.15625
林正雄,-27.8125
陳文彬,-26.625
陳昱安,-26.578125
劉冠廷,-29.25
王俊凱,-27.625
蔡承恩,-29.03125
劉建宏,-29.5625
陳志強,-26.890625
吳俊毅,-29.625
陳俊銘,-27.34375
林建志,-26.703125
楊承翰,-30.0
黃柏翔,-29.34375
陳宥廷,-26.828125
林建良,-25.765625
