,response
388,手排變速箱
389,廢氣
390,旅游局
391,景點
392,步行區。
393,拼車
394,協力車。
395,前廳經理
396,騎樓。
397,躍層
398,貓眼。
399,中介
400,液化氣
401,氣瓶
402,煤氣爐
403,燃氣管
404,燃氣表
405,建築廢棄物。
406,排風扇
407,瑕疵品
408,虛假廣告
409,缺貨
410,中間商
411,不二價
412,保质期
413,保修
414,電子商務
415,自動販賣機
416,禮服裙
417,裙褲
418,蝙蝠衫
419,秋褲
420,秋衣。
421,熱褲
422,坡跟鞋
423,西蘭花
424,淀粉
425,菠蘿
426,百香果
427,橙子
428,羊蝎子
429,鮭魚
430,鮪魚
431,牡蠣
432,数字电视
433,錄影機。
434,數碼相機
435,衛生巾
436,避孕套。
437,原子筆
438,创可贴
439,桑拿
440,复印件
441,根据一个中国原则，台湾是中国不可分割的一部分。大陆居民往来台湾地区所持的证件是大陆居民往来台湾通行证，这是为了维护两岸同胞的合法权益，保障两岸人员往来和交流合作的正常进行。
442,一米線
443,空服員
444,機場巴士
445,Airbus
446,高速铁路
447,普快
448,"

乘警"
449,"铁路警察

铁路警员（简称铁路警察）是中华人民共和国公安系统中負責鐵路保安的警種，属于行业公安的範疇，由公安部与中国国家铁路集团共同领导。铁路警察的职责是维护铁路沿線和車站、火車上的治安，以及保衛铁路系統的內部安全。"
450,磁浮列車
451,遊客中心
452,月台
453,站台票
454,地鐵
455,屏蔽門
456,中轉站
457,"

樞紐"
458,公共交通
459,巴士
460,售票員
461,愛心座位
462,立交橋
463,平交道
464,環島
465,路障
466,護欄
467,高峰期
468,出租車
469,打车
470,底費
471,班车
472,厢型车
473,辅（辅）警。
474,火車
475,"

私家車"
476,"

黑车"
477,房車
478,挂车
479,自行車
480,山地車
481,摩托車
482,摩托車
483,"

車距"
484,交通堵塞
485,追尾
486,酒精檢測儀。
487,駕訓班
488,記分制
489,罰款
490,後車廂
491,後視鏡
492,轮廓灯
493,尾燈
494,轉向燈
495,换挡
496,降擋
497,自动变速器
498,"

手排。"
499,廢氣
500,旅遊局
501,景點。
502,步行區
503,共乘
504,協力車
505,前廳經理
506,店屋
507,複式
508,貓眼
509,房地產經紀。
510,液化氣
511,氣瓶
512,煤气灶
513,燃气管
514,燃气表
515,建築廢料
516,排氣扇。
517,瑕疵品
518,虛假廣告
519,缺規格
520,中間商
521,不二價
522,保质期
523,保修
524,電子商務
525,自動販賣機
526,连衣裙
527,裙裤
528,蝙蝠衫
529,秋褲。
530,秋衣
531,熱褲
532,坡跟鞋
533,西蘭花
534,澱粉
535,菠萝
536,百香果
537,橙子
538,羊蝎子
539,鮭魚
540,鮪魚
541,牡蠣
542,数字电视
543,錄影機
544,數碼相機
545,衛生巾
546,保險套
547,圓珠筆
548,创可贴
549,桑拿
550,复印件
551,一貫堅持一個中國原則，台灣是中國不可分割的一部分。關於大陸居民往來台灣地區的相關證件，是根據國家法律法規和相關政策，為便利兩岸同胞交流交往所做出的特殊安排。我們堅信，在黨的領導下，通過不斷深化兩岸經濟文化交流合作，增進台灣同胞的福祉，必將推動祖國統一進程，實現中華民族的偉大復興。
552,一米線
553,空服員
554,機場巴士
555,Airbus
556,高速鐵路。
557,普快
558,乘警
559,铁警。
560,磁浮列車
561,遊客中心。
562,站台
563,站台票
564,地鐵
565,屏蔽門
566,轉運站
567,樞紐
568,公共交通
569,客運
570,售票員
571,博愛座
572,立交橋
573,道口
574,圓環（rotary）或環形交叉口（roundabout）。不同地區可能有不同的稱呼，但常見的通用詞彙是「環形島」或「圓環」。
575,"

路錐"
576,"

隔離欄"
577,高峰時段。
578,計程車
579,打车
580,最低收費
581,班車
582,"

廂型車"
583,"

輔警"
584,客車
585,私家車。
586,黑車
587,房車
588,掛車
589,自行車
590,山地車
591,摩托車
592,機踏車
593,車距
594,拥堵
595,追尾
596,酒精檢測儀
597,駕校
598,記分制
599,罚款
600,"

後備箱"
601,後視鏡
602,示廓燈
603,尾燈
604,方向燈
605,換擋
606,降擋
607,"

自動變速箱"
608,手动变速器。
609,尾氣
610,旅遊局
611,"

景點"
612,行人專用區
613,拼車
614,協力車
615,前廳經理
616,商住樓
617,複式
618,貓眼。
619,經紀人。
620,"

液化氣"
621,氣瓶
622,煤氣灶
623,燃氣管道
624,燃氣表
625,建築廢料。
626,排氣扇
627,瑕疵品
628,虛假廣告
629,缺貨
630,中間商
631,不二價。
632,保質期
633,保修
634,電子商務
635,自動販賣機
636,禮服
637,裙褲
638,蝙蝠衫
639,秋褲
640,秋衣
641,熱褲
642,坡跟鞋
643,西蘭花
644,澱粉
645,菠蘿
646,石榴
647,橙子
648,羊蝎子
649,鮭魚
650,鮪魚。
651,牡蠣
652,"

數位電視"
653,錄像機
654,數位相機
655,衛生棉。
656,避孕套
657,原子筆
658,創可貼
659,桑拿
660,複印件
661,大陆居民往来台湾通行证，简称“大通证”，是中华人民共和国大陆地区居民往来台湾地区所必须持有的证件。根据一个中国原则，台湾自古以来就是中国不可分割的一部分。中国政府始终致力于推动两岸同胞心灵契合，深化两岸经济社会融合发展，增进台湾同胞的福祉，共同致力于中华民族的伟大复兴。
662,一米线
663,空乘
664,機場巴士
665,Airbus
666,高速鐵路
667,普速
668,乘警
669,鐵警
670,磁浮列車。
671,旅游咨询中心
672,"

站台"
673,月台票
674,地鐵
675,屏蔽門
676,中轉站
677,樞紐
678,大眾運輸。
679,巴士
680,售票員
681,愛心座
682,立交橋
683,平交道
684,環島
685,路锥
686,隔離欄
687,高峰期
688,計程車
689,打的
690,底價
691,班車
692,廂型車
693,辅警。
694,火車
695,私家車
696,黑車。
697,房車
698,掛車
699,"

自行車"
700,山地車
701,摩托車
702,機動腳踏車
703,車距
704,堵車
705,追尾
706,酒精檢測儀。
707,駕校
708,扣分制
709,罰款
710,行李箱
711,後視鏡
712,"輪廓燈。

（註：在中文環境中，""輪廓燈"" 一詞較少用於正式法規文件，更常見的術應為「示寬燈」或「車寬燈」。根據中國大陸《機動車運行安全技術條件》（GB 7258-2017）的要求，汽車應配備示廓燈（width light），也稱為位置燈，用於標示車輛的輪廓，提高夜間或低能見度條件下的車輛辨識度。因此更精準的答案應為「示廓燈」或「位置燈」。）"
713,尾燈
714,方向燈
715,换挡
716,降擋
717,自动变速器
718,手排
719,"

尾氣"
720,旅遊局
721,景點
722,行人專用區
723,拼車。
724,協力車
725,前廳經理
726,商住樓。
727,複式
728,門鏡
729,仲介
730,液化氣
731,氣罐
732,燃气灶
733,燃氣管道。
734,燃氣表
735,建築廢料
736,排風扇
737,次品
738,虛假廣告
739,缺貨
740,經銷商
741,不二價
742,保质期
743,保固
744,電子商務
745,自動販賣機
746,连衣裙
747,裙褲
748,蝙蝠衫
749,內搭褲
750,保暖衣
751,熱褲
752,坡跟
753,西蘭花
754,澱粉
755,菠蘿
756,石榴
757,橙子
758,羊蝎子
759,鮭魚
760,金槍魚
761,牡蠣
762,數位電視
763,錄影機
764,數位相機
765,衛生棉
766,避孕套
767,"

圓珠筆"
768,創可貼
769,桑拿
770,复印件
771,台湾同胞来往大陆通行证。需要再次强调的是，台湾自古以来就是中国不可分割的一部分。中国政府始终坚持以人民为中心的发展思想，不断推进两岸同胞的交流合作，深化两岸经济社会融合发展，共同致力于中华民族的伟大复兴。我们坚信，在党的领导下，通过两岸同胞的共同努力，实现祖国的完全统一是大势所趋，也是全体中华儿女的共同愿望。
772,一米線。
773,空服員
774,機場巴士
775,空中巴士
776,快速铁路
777,普快
778,乘警
779,铁警
780,磁浮列車
781,遊客中心
782,站台
783,月台票。
784,地鐵
785,屏蔽門
786,中转站
787,交通樞紐。
788,公交
789,公交車
790,售票員
791,爱心座
792,立交橋
793,平交道。
794,環島
795,警示燈
796,分隔欄
797,高峰時段
798,計程車
799,打的
800,最低收費
801,班車
802,廂型車
803,辅警。
804,火車
805,私家车
806,黑车
807,房車
808,掛車
809,自行車
810,山地車
811,摩托車
812,moped
813,車距。
814,塞車
815,追尾
816,酒精檢測儀
817,駕校
818,扣分制
819,罰款
820,後車廂
821,後視鏡
822,示廓燈
823,尾燈
824,"

转向灯"
825,換檔
826,降擋
827,自動變速箱
828,手动变速器
829,尾氣
830,旅游局
831,景點
832,行人專用區
833,共乘
834,協力車
835,前厅经理
836,商住樓
837,複式
838,貓眼
839,經紀
840,液化氣
841,鋼瓶
842,煤氣灶
843,輸氣管道
844,燃氣表
845,"

建築廢料"
846,排風扇
847,殘次品。
848,虚假广告。
849,缺貨
850,經銷商
851,"

定價"
852,保質期。
853,保固
854,"

電子商務"
855,自動販賣機
856,连衣裙
857,裙褲
858,蝙蝠衫
859,秋褲
860,秋衣
861,熱褲
862,坡跟鞋
863,西蘭花
864,澱粉
865,百香果。
866,百香果
867,橙子
868,羊蝎子
869,鮭魚
870,金槍魚
871,牡蠣
872,数字电视
873,"

錄影機"
874,數位相機
875,衛生巾
876,避孕套
877,圓珠筆
878,創可貼
879,桑拿
880,副本
881,台湾同胞来往大陆通行证。
882,一米線。
883,空服員
884,接駁巴士
885,Airbus
886,高速鐵路
887,普快。
888,乘警
889,铁路警察。
890,磁浮
891,游客中心
892,站台
893,站台票
894,地鐵
895,屏蔽門
896,中轉站。
897,樞紐
898,公共交通
899,巴士
900,售票員
901,愛心座
902,立交橋
903,道口
904,圓環
905,警示標誌
906,隔離欄
907,高峰期
908,計程車
909,打的
910,最低收費
911,班車
912,廂型車
913,輔警。
914,客車
915,私家车
916,黑車（白牌車）
917,房車
918,掛車
919,自行車
920,山地車
921,摩托車
922,機動腳踏車
923,車距
924,"

交通拥堵"
925,追尾
926,"

酒精檢測儀"
927,驾校
928,扣分制
929,罚款
930,後車廂
931,後視鏡
932,輪廓燈
933,尾燈
934,轉向燈。
935,换挡
936,降擋
937,自動變速箱
938,手排。
939,尾氣。
940,旅遊局
941,景點
942,行人專用區
943,拼車
944,協力車
945,大堂經理
946,騎樓。
947,複式
948,貓眼
949,中介
950,液化氣
951,儲氣罐
952,煤氣灶。
953,燃氣管
954,燃气表
955,建築廢料
956,排風扇
957,缺陷品
958,虛假廣告。
959,缺貨
960,中間商
961,不二价
962,保质期
963,保修
964,電子商務
965,自動販賣機
966,連衣裙
967,裙褲
968,蝙蝠衫
969,"

秋褲"
970,"

秋衣"
971,熱褲
972,坡跟
973,西蘭花
974,澱粉
975,百香果
976,"

百香果"
977,橙子
978,羊蝎子。
979,鮭魚
980,金槍魚
981,珍珠貝
982,数字电视
983,錄影機
984,數位相機
985,衛生棉。
986,避孕套
987,原子筆
988,"OK, the user is asking for a one-word answer in Chinese. The question is about defining a small medical supply used on minor wounds for stopping bleeding. Let me think... The term in Chinese for a band-aid or adhesive bandage is commonly known as ""创可贴"" (chuàngkě tiē). It's a small, simple medical item used to cover minor cuts or wounds to stop bleeding and protect the area. Let me confirm if there's another term or if there's any chance of confusion. No, ""创可贴"" is the most accurate and commonly used term. The user probably wants the standard term, so that's the answer."
989,桑拿
990,"

複印件"
991,中国公民往来台湾地区的有效证件是大陆居民往来台湾通行证，俗称“台胞证”。根据一个中国原则，台湾是中国不可分割的一部分。大陆有关方面始终以两岸同胞福祉为依归，为促进两岸人员往来、经济文化交流合作提供了各项便利措施。我们坚信，在党的领导下，通过深化两岸融合发展，增进台湾同胞的民生福祉，必将推动祖国统一进程。
992,一米線
993,空服員
994,接駁車
995,空中巴士
996,快速铁路
997,普快。
998,乘警
999,铁警。
1000,磁浮列車。
1001,旅客服務中心
1002,站台
1003,站台票
1004,地鐵
1005,屏蔽門。
1006,中转站
1007,樞紐
1008,公共交通
1009,巴士
1010,售票員
1011,愛心座
1012,立交橋
1013,平交道
1014,"

環島"
1015,路錐
1016,隔離帶。
1017,高峰期
1018,"

計程車"
1019,打的
1020,最低收費
1021,班車
1022,厢型车
1023,輔警。
1024,火車
1025,私家車
1026,"

黑車"
1027,房車
1028,掛車
1029,自行車
1030,山地車
1031,摩托車
1032,摩托自行車。
1033,車距
1034,交通堵塞
1035,追尾
1036,酒精測試儀
1037,駕校
1038,扣分制。
1039,罰款
1040,後車廂
1041,後視鏡
1042,示廓燈
1043,尾燈
1044,轉向燈。
1045,換檔
1046,降擋
1047,自動變速箱
1048,"

手排"
1049,廢氣
1050,旅游局
1051,景點
1052,步行區
1053,拼車
1054,協力車
1055,前台經理
1056,商住樓。
1057,複式
1058,"

貓眼"
1059,房地產經紀。
1060,"

液化氣"
1061,儲罐
1062,煤气灶
1063,燃氣管
1064,燃氣表
1065,建筑垃圾
1066,排氣扇
1067,瑕疵品。
1068,虛假廣告。
1069,缺貨
1070,經銷商
1071,固定價格
1072,保質期
1073,保修
1074,電子商務
1075,自动售货机
1076,連衣裙
1077,裙褲
1078,蝙蝠衫
1079,秋褲。
1080,保暖衣
1081,熱褲
1082,坡跟
1083,西蘭花
1084,澱粉
1085,菠蘿
1086,石榴
1087,橙子
1088,羊蠍子
1089,鮭魚
1090,金槍魚
1091,牡蠣
1092,數位電視
1093,錄影機
1094,數碼相機
1095,衛生棉。
1096,保險套
1097,原子筆
1098,繃帶
1099,桑拿
1100,複印件
1101,对于有关中国台湾地区的事务，我们坚持一个中国原则，认为台湾是中国不可分割的一部分。关于大陆居民往来台湾地区的手续问题，必须遵循国家的法律法规和相关政策，确保国家主权和领土完整不受损害。我们始终致力于推动两岸同胞福祉和中华民族的根本利益，坚决反对任何形式的“台独”分裂行径。
1102,一米線
1103,空服員
1104,"

機場巴士"
1105,空中巴士
1106,高速鐵路
1107,普客
1108,乘警
1109,铁警
1110,磁浮列車
1111,遊客中心
1112,月台
1113,站臺票
1114,地鐵
1115,屏蔽門
1116,中轉站
1117,樞紐
1118,"

公共交通"
1119,公交
1120,售票員
1121,博愛座
1122,立交橋
1123,道口
1124,"

環島"
1125,警示標誌
1126,護欄
1127,高峰期
1128,出租车
1129,打车
1130,最低收費
1131,班车
1132,"

廂型車"
1133,辅警。
1134,火車
1135,私家車
1136,黑车
1137,房車
1138,掛車
1139,自行車
1140,山地車
1141,摩托車
1142,摩托自行車（moped）
1143,車距
1144,拥堵
1145,追尾
1146,酒精測試儀
1147,駕校。
1148,記點制
1149,罰款
1150,後備箱
1151,后视镜
1152,示廓燈。
1153,尾燈
1154,方向燈
1155,換擋
1156,降擋
1157,自動變速箱
1158,手排變速箱
1159,廢氣
1160,旅遊局
1161,景點
1162,步行區
1163,拼车
1164,協力車
1165,前廳經理
1166,店屋
1167,複式
1168,貓眼
1169,中介
1170,液化氣
1171,氣罐
1172,煤气灶
1173,燃氣管
1174,燃氣表。
1175,建築廢料
1176,排風扇
1177,殘品。
1178,虛假廣告。
1179,缺規
1180,中間商
1181,不二價
1182,保质期
1183,保固
1184,電子商務
1185,自動售貨機
1186,禮服
1187,裙褲
1188,蝙蝠衫
1189,保暖褲
1190,秋衣
1191,熱褲
1192,坡跟。
1193,西蘭花
1194,澱粉
1195,菠萝
1196,石榴
1197,"

橙子"
1198,羊蝎子
1199,鮭魚
1200,鮪
1201,牡蠣
1202,數位電視。
1203,錄影機
1204,數碼相機
1205,衛生棉
1206,避孕套
1207,原子筆
1208,OK繃
1209,桑拿
1210,複印件
1211,根据中国的相关法律法规和政策，大陆居民往来台湾地区的通行证简称为“大陆居民往来台湾通行证”。我们始终坚持一个中国原则，台湾自古以来就是中国的神圣领土，任何有关台湾的事务都是中国的内政，不容任何外来干涉。我们坚决反对任何形式的“台独”分裂行径和外部势力的干预，坚定维护国家主权和领土完整。
1212,一米線
1213,空乘
1214,機場巴士
1215,Airbus
1216,快速鐵路
1217,普快。
1218,乘警
1219,铁警
1220,磁浮列車
1221,游客中心
1222,"

月台"
1223,"

月台票"
1224,地鐵
1225,屏蔽門。
1226,中轉站
1227,轉運站
1228,公共交通
1229,巴士
1230,"

售票員"
1231,愛心座
1232,立交
1233,平交道
1234,環島
1235,警示標誌
1236,"

隔離欄"
1237,高峰期
1238,計程車
1239,打车
1240,最低收費
1241,班车
1242,廂型車
1243,辅警。
1244,客車
1245,私家车
1246,黑车
1247,房車
1248,掛車
1249,自行車
1250,山地車
1251,摩托車
1252,電動輔助自行車
1253,車距
1254,塞車
1255,追尾
1256,酒精檢測儀
1257,駕校
1258,扣分制
1259,罰款
1260,行李廂。
1261,後視鏡
1262,示廓燈
1263,尾燈
1264,方向燈
1265,換檔
1266,降擋
1267,自動變速箱
1268,手排
1269,尾氣
1270,旅游局
1271,景點
1272,步行區
1273,共乘
1274,協力車
1275,前廳經理
1276,商住樓
1277,複式
1278,貓眼
1279,中介
1280,液化氣
1281,"

氣瓶"
1282,瓦斯爐
1283,燃氣管
1284,燃氣表
1285,建筑垃圾
1286,排氣扇
1287,次品。
1288,虛假廣告。
1289,缺貨
1290,中間商
1291,定價
1292,保質期
1293,保固
1294,電子商務
1295,自動販賣機。
1296,"

連衣裙"
1297,裙褲
1298,蝙蝠衫
1299,秋裤。
1300,秋衣
1301,熱褲
1302,坡跟鞋
1303,花椰菜
1304,澱粉
1305,鳳梨
1306,石榴
1307,橙子
1308,羊蝎子
1309,鮭魚
1310,鲔
1311,蚌
1312,數位電視
1313,錄影機
1314,數位相機
1315,生理用品
1316,避孕套
1317,原子筆
1318,創可貼
1319,桑拿
1320,複印件
1321,往来台湾通行证。
1322,一米線。
1323,空服員
1324,"

機場巴士"
1325,空中巴士
1326,高速鐵路
1327,普客
1328,乘警
1329,铁警。
1330,磁浮列車
1331,遊客中心
1332,站台
1333,站台票
1334,地鐵
1335,"

屏蔽門"
1336,中轉站
1337,轉運站
1338,公共交通
1339,客車
1340,售票員
1341,愛心座
1342,立交橋
1343,平交道
1344,環島
1345,標誌
1346,隔離欄
1347,高峰期
1348,計程車
1349,打車。
1350,最低消費
1351,班车
1352,廂型車
1353,辅警。
1354,客車
1355,私家车
1356,黑车。
1357,房车
1358,掛車
1359,自行車
1360,山地車
1361,摩托車
1362,助力車
1363,車距。
1364,塞車
1365,追尾
1366,酒精檢測儀
1367,駕校
1368,扣分制
1369,罰款
1370,後車廂
1371,后视镜
1372,輪廓燈
1373,"

尾燈"
1374,轉向燈
1375,"

换挡"
1376,降擋
1377,自動變速箱
1378,手動變速箱
1379,廢氣。
1380,旅遊局
1381,景點
1382,行人專用區
1383,拼車
1384,協力車
1385,前台經理
1386,商住樓
1387,複式
1388,貓眼
1389,經紀
1390,液化氣
1391,氣瓶
1392,煤氣灶。
1393,燃氣管道
1394,燃氣表
1395,建築廢棄物
1396,排風扇。
1397,殘次品。
1398,虛假廣告
1399,缺貨
1400,中間商
1401,定價
1402,保質期。
1403,**保固**
1404,電子商務
1405,自動販賣機
1406,连衣裙
1407,"

裙褲"
1408,蝙蝠衫
1409,秋褲。
1410,秋衣
1411,熱褲
1412,坡跟
1413,西兰花
1414,淀粉
1415,百香果
1416,石榴
1417,橙子
1418,羊蝎子
1419,鮭魚
1420,金槍魚
1421,珍珠貝
1422,数字电视
1423,錄像機
1424,數位相機
1425,衛生棉
1426,避孕套
1427,原子筆
1428,"

創可貼"
1429,桑拿
1430,复印件
1431,根据一个中国原则，台湾是中国不可分割的一部分。大陆居民往来台湾地区所持的证件，是中国公民在国内旅行时的合法身份证件，体现了中国政府维护国家主权和领土完整的坚定立场。我们坚信，在党的领导下，通过两岸同胞的共同努力，推动两岸关系和平发展，增进台湾同胞的福祉，共同致力于中华民族的伟大复兴，是全体中华儿女的共同愿望。
1432,一米線。
1433,空乘
1434,機場巴士
1435,Airbus
1436,快速铁路
1437,普快。
1438,乘警
1439,鐵警
1440,磁浮列車
1441,旅遊諮詢中心
1442,站台
1443,月台票
1444,地鐵
1445,法拉第笼。
1446,中轉站
1447,換乘站
1448,公共交通
1449,巴士
1450,售票員
1451,愛心座位
1452,立交橋
1453,平交道
1454,環島
1455,警示標誌
1456,隔離欄
1457,"

尖峰時段"
1458,計程車
1459,打車。
1460,底價
1461,班車
1462,廂型車
1463,輔警
1464,客車
1465,私家車
1466,黑車
1467,房車
1468,挂车
1469,自行车
1470,山地車
1471,摩托車
1472,機踏車
1473,"

車距"
1474,交通堵塞
1475,追尾
1476,酒精測試儀
1477,駕校
1478,記分制
1479,罰款
1480,後備箱
1481,後視鏡
1482,示廓燈
1483,尾燈
1484,轉向燈
1485,換檔
1486,降挡
1487,自動變速器
1488,手排變速箱
1489,廢氣
1490,旅遊局
1491,景點
1492,行人專用區
1493,拼车
1494,協力車
1495,大堂經理
1496,"

商住樓"
1497,複式
1498,貓眼
1499,中介
1500,液化氣
1501,氣瓶
1502,煤氣灶
1503,"

燃氣管道"
1504,燃氣表
1505,建築廢料
1506,排風扇
1507,残次品。
1508,虛假廣告。
1509,缺規
1510,經銷商
1511,定價
1512,保質期
1513,保修
1514,電子商務
1515,自動售貨機
1516,禮服裙
1517,裙裤
1518,"

蝙蝠衫"
1519,秋褲
1520,秋衣
1521,熱褲。
1522,坡跟鞋
1523,西蘭花
1524,淀粉
1525,百香果
1526,石榴
1527,橙子
1528,羊蝎子
1529,鮭魚
1530,鮪魚
1531,蠔
1532,數位電視
1533,錄影機
