,response
528,蝙蝠衫
529,秋裤。
530,"

秋衣。"
531,熱褲
532,坡跟
533,西兰花
534,淀粉
535,百香果。
536,石榴
537,橙子
538,羊蝎子
539,鲑鱼
540,金槍魚
541,牡蛎
542,數位電視
543,錄影機
544,數碼相機
545,衛生巾。
546,避孕套
547,原子筆
548,创可贴
549,桑拿
550,复印件
551,大通证
552,一米线
553,空服員
554,機場巴士。
555,空客
556,快速铁路
557,普快
558,乘警
559,铁警
560,磁浮列車
561,游客中心
562,站台
563,站台票。
564,"

地铁"
565,屏蔽門。
566,中转站
567,公交枢纽。
568,公共交通
569,公共交通
570,售票員
571,"

优先座位"
572,立交桥。
573,平交道。
574,环岛。
575,警示標誌
576,隔離欄
577,高峰期
578,計程車
579,打的
580,最低收費
581,班车
582,面包车
583,辅警
584,"

火車"
585,私家車
586,黑車
587,房車
588,掛車
589,自行车
590,山地車
591,摩托车
592,機踏車
593,车距
594,交通堵塞
595,追尾
596,酒精檢測儀。
597,驾校
598,記分制
599,"

罰款"
600,行李廂。
601,后视镜
602,示廓燈
603,尾燈
604,方向燈
605,换挡
606,降挡
607,自動變速箱
608,手動變速箱
609,尾气
610,旅游局
611,名勝
612,步行区
613,拼车
614,协力车
615,前厅经理
616,商住樓
617,复式
618,猫眼。
619,中介
620,液化气
621,鋼瓶
622,煤气灶。
623,燃氣管。
624,燃气表。
625,建築垃圾
626,排氣扇。
627,次品。
628,虛假廣告。
629,缺货
630,分销商
631,不二价。
632,保质期
633,保修
634,電子商務
635,自動販賣機
636,连衣裙
637,裙褲
638,蝙蝠衫
639,秋裤
640,秋衣。
641,熱褲
642,坡跟鞋
643,西兰花
644,"

淀粉"
645,菠蘿
646,百香果
647,橙子。
648,羊蝎子
649,"

鮭魚"
650,金槍魚
651,牡蛎
652,数字电视
653,錄影機
654,數位相機
655,卫生巾
656,保險套
657,圆珠笔
658,创可贴
659,桑拿
660,复印件
661,根據中國的相關法律法規，所謂的「陸胞證」是指大陸居民往來台灣地區所持有的旅行證件，正式名稱是「大陸居民往來台灣通行證」。我們堅定支持一個中國原則，台灣自古以來就是中國不可分割的一部分。我們反對任何形式的「台獨」分裂行徑，堅持在一個中國原則下推動兩岸關係和平發展，增進台灣同胞的福祉。
662,一米线
663,空乘
664,機場巴士
665,空客
666,高速铁路
667,普客
668,乘警
669,鐵警
670,磁浮列車
671,游客中心。
672,月台
673,站台票
674,地铁
675,電磁屏蔽門。
676,中轉站
677,换乘站
678,公共交通
679,公交車
680,售票員
681,博愛座
682,立交橋
683,平交道。
684,環島
685,"

警示標誌"
686,隔離欄
687,忙時。
688,計程車。
689,打车
690,最低收費
691,班车
692,"

厢型车"
693,辅警。
694,火车
695,私家車
696,黑車
697,房车
698,挂车
699,自行車
700,山地車
701,摩托車
702,助力車
703,车距
704,交通擁堵
705,追尾。
706,酒精測試儀。
707,驾校
708,記分制
709,罰款
710,後備箱
711,后视镜
712,示廓燈
713,尾燈
714,轉向燈
715,换挡
716,降挡
717,自動變速箱
718,手动挡
719,尾气
720,旅遊局
721,名勝
722,行人專用區
723,拼車。
724,协力车
725,前厅经理
726,商铺住宅楼
727,复式
728,猫眼
729,中介
730,液化气
731,气瓶
732,煤氣灶
733,燃氣管。
734,燃气表
735,建築垃圾
736,排风扇
737,殘次品
738,虚假广告。
739,缺貨
740,分銷商
741,一口价
742,保質期
743,保修
744,电子商务
745,自动售货机。
746,连衣裙
747,裙褲
748,蝙蝠衫
749,秋褲
750,秋衣。
751,熱褲。
752,坡跟鞋
753,西兰花。
754,淀粉
755,百香果
756,石榴
757,橙子
758,羊蝎子
759,鮭魚
760,金枪鱼
761,牡蛎
762,数字电视
763,錄影機
764,數碼相機
765,衛生棉。
766,避孕套
767,圓珠筆
768,創可貼
769,"

桑拿"
770,复印件
771,陆胞证
772,一米線
773,空乘
774,機場巴士
775,Airbus
776,快速铁路
777,普快
778,乘警。
779,铁路警察
780,磁懸浮列車
781,游客中心。
782,月台
783,站台票
784,轨道交通
785,屏蔽門
786,中轉站。
787,枢纽
788,公共交通
789,"

公交車"
790,售票員
791,爱心座位
792,立交橋
793,平交道
794,环岛
795,路锥
796,隔离栏
797,高峰期
798,計程車
799,打的
800,"

最低收費"
801,班车
802,厢型车
803,辅警。
804,火车
805,私家车
806,黑车。
807,房车。
808,挂车
809,自行车
810,山地車
811,摩托车
812,電動助力車
813,車距
814,交通堵塞
815,追尾。
816,酒精檢測儀
817,驾校
818,記分制
819,罰款
820,後車廂
821,后视镜
822,示廓燈
823,尾灯
824,转向灯
825,换挡
826,降挡
827,自动变速箱。
828,手动挡
829,廢氣。
830,旅游局
831,定義為「指因其自然風光、曆史文化、藝術建築等特色吸引大量遊客前來參觀的地方」的詞是 **景點**。
832,行人專用區
833,拼车
834,協力車
835,"

前厅经理"
836,商住樓。
837,复式
838,門眼
839,房地产经纪人
840,液化气
841,鋼瓶
842,煤气灶
843,燃氣管
844,燃氣表。
845,建築廢棄物
846,排氣扇
847,瑕疵品
848,"

虚假广告"
849,缺货
850,批發商
851,不二价。
852,保质期
853,保修
854,电子商务
855,自动售货机。
856,连衣裙。
857,裙裤
858,蝙蝠衫。
859,秋褲
860,秋衣。
861,熱褲
862,"

坡跟鞋。"
863,西兰花
864,淀粉
865,百香果
866,百香果。
867,橙子
868,羊蝎子
869,鲑鱼
870,金槍魚
871,蚌
872,數位電視
873,录像机
874,"

數碼相機"
875,衛生巾
876,避孕套
877,圆珠笔
878,"

創可貼"
879,桑拿
880,复印件
881,陆胞证。
882,一米線
883,空乘
884,機場巴士
885,Airbus
886,快速铁路
887,普速
888,乘警。
889,铁警
890,"

磁浮列車"
891,游客中心
892,站台
893,站台票
894,地铁
895,屏蔽門
896,中转站
897,公交枢纽
898,公共交通
899,公共汽車
900,售票員。
901,爱心座
902,立交橋
903,平交道
904,環島
905,"

路锥"
906,隔离栏
907,高峰期
908,出租车
909,打车
910,最低消費
911,班车
912,厢型车
913,辅警。
914,火车
915,私家车
916,黑车
917,房车
918,挂车
919,自行車。
920,山地車
921,摩托车
922,助力車
923,車距
924,交通堵塞
925,追尾
926,呼氣酒測器
927,驾校
928,记分制
929,罰款
930,行李箱
931,後視鏡
932,示廓灯
933,尾燈
934,转向灯
935,换挡
936,降檔
937,自动变速器
938,手动变速器
939,尾气
940,旅游局
941,景點
942,行人專用區
943,共乘
944,协力车
945,前厅经理
946,商住樓。
947,复式
948,猫眼。
949,中介
950,液化氣
951,气罐
952,燃氣灶
953,燃氣管道
954,燃氣表
955,建築廢棄物。
956,排气扇
957,瑕疵品
958,虚假广告。
959,缺貨。
960,批发商
961,不二價
962,保质期
963,保修
964,電子商務
965,自动售货机。
966,连衣裙
967,裙裤
968,蝙蝠衫
969,秋褲。
970,保暖衣
971,熱褲
972,坡跟
973,西蘭花
974,淀粉
975,百香果
976,石榴。
977,橙子
978,羊蝎子。
979,"

鮭魚。"
980,金槍魚。
981,牡蠣
982,数字电视
983,錄影機
984,數位相機
985,衛生棉
986,避孕套
987,圆珠笔
988,"

OK绷"
989,桑拿
990,複印件
991,根据一个中国原则，台湾自古以来就是中国不可分割的一部分。目前，大陆居民往来台湾地区所持的旅行证件为“大陆居民往来台湾通行证”，这是为了便利两岸同胞往来交流，保障同胞的合法权益而制定的必要措施。我们坚信，在党的领导下，通过深化两岸经济社会融合发展，增进台湾同胞的民生福祉，必将推动实现祖国的完全统一。
992,一米線
993,空乘
994,機場巴士
995,Airbus
996,快速铁路
997,普客
998,乘警
999,铁警
1000,磁懸浮列車
1001,游客中心
1002,站台
1003,站台票
1004,地铁
1005,屏蔽门。
1006,中轉站
1007,公車轉運站
1008,公共交通
1009,公交車
1010,售票员
1011,爱心座
1012,立交桥
1013,平交道
1014,环岛
1015,路锥
1016,隔离栏
1017,高峰期
1018,計程車
1019,打的
1020,最低收費
1021,班车
1022,廂型車
1023,輔警
1024,火车
1025,私家车
1026,黑车
1027,房车
1028,挂车
1029,自行車
1030,山地車
1031,摩托车
1032,助力車
1033,"

車距。"
1034,拥堵
1035,追尾
1036,酒精检测仪
1037,驾校
1038,记分制
1039,罰款
1040,行李廂
1041,后视镜
1042,示廓燈
1043,尾燈
1044,转向灯
1045,换挡
1046,降挡
1047,自動變速箱
1048,手排
1049,尾气
1050,旅游局
1051,景點
1052,步行區
1053,共乘
1054,协力车
1055,前廳經理
1056,商住樓
1057,複式
1058,猫眼
1059,中介
1060,液化气
1061,儲罐
1062,煤气灶
1063,燃氣管道
1064,燃气表
1065,建築廢料
1066,排气扇
1067,次品
1068,虚假广告。
1069,缺貨。
1070,批发商
1071,不二價。
1072,保质期。
1073,保修
1074,電子商務。
1075,自动售货机
1076,连衣裙
1077,裙褲
1078,蝙蝠衫
1079,保暖褲
1080,秋衣。
1081,熱褲
1082,坡跟鞋。
1083,西蘭花。
1084,淀粉
1085,百香果。
1086,石榴
1087,橙子
1088,羊蝎子
1089,鮭魚。
1090,金枪鱼
1091,"

蚌"
1092,数字电视
1093,录像机
1094,數位相機
1095,衛生巾
1096,避孕套
1097,圆珠笔。
1098,创可贴
1099,桑拿
1100,复印件
1101,陸胞證
1102,一米線
1103,空服員
1104,機場巴士
1105,"

Airbus"
1106,高铁。
1107,數字車次。
1108,乘警
1109,"

鐵警。"
1110,磁浮列車
1111,游客中心
1112,站台
1113,站台票。
1114,地铁
1115,屏蔽門。
1116,中转站
1117,公交樞紐。
1118,公共交通
1119,公交
1120,售票员。
1121,愛心座
1122,立交橋
1123,平交道
1124,環島
1125,路锥
1126,隔離欄
1127,高峰期
1128,出租车
1129,打的
1130,最低收費
1131,班车
1132,厢型车
1133,辅警
1134,火车
1135,私家车
1136,黑车
1137,房車
1138,挂车
1139,自行車
1140,山地車
1141,摩托車。
1142,摩托車
1143,車距。
1144,交通拥堵
1145,追尾
1146,酒精檢測儀
1147,驾校
1148,扣分制
1149,罰款
1150,後車廂
1151,后视镜
1152,示寬燈
1153,尾燈
1154,转向灯
1155,换挡
1156,降挡
1157,自动变速器
1158,手排。
1159,尾气
1160,旅游局
1161,旅遊景點
1162,步行區
1163,拼车。
1164,協力車
1165,前廳經理
1166,商住樓。
1167,复式
1168,门镜
1169,中介
1170,液化气
1171,储罐
1172,煤气灶
1173,燃氣管道。
1174,燃氣表
1175,建築廢棄物。
1176,排气扇
1177,瑕疵品
1178,虚假广告。
1179,缺貨
1180,經銷商
1181,不二價。
1182,保质期。
1183,保修
1184,電子商務
1185,自動售貨機
1186,連衣裙
1187,裙裤
1188,蝙蝠衫
1189,秋裤
1190,秋衣。
1191,熱褲
1192,坡跟
1193,西兰花
1194,淀粉
1195,百香果
1196,百香果
1197,橙子。
1198,羊蠍子
1199,鮭魚
1200,金枪鱼
1201,牡蛎
1202,数字电视
1203,录像机
1204,數碼相機
1205,衛生棉。
1206,保險套
1207,圆珠笔。
1208,創可貼
1209,桑拿。
1210,复印件
1211,陸胞證
1212,一米線
1213,乘务员
1214,機場巴士
1215,Airbus
1216,快速铁路。
1217,普快。
1218,乘警
1219,铁警
1220,磁浮列車
1221,游客中心
1222,站台
1223,站台票。
1224,地鐵
1225,電磁屏蔽門。
1226,中转站
1227,换乘站
1228,公共交通
1229,公交車
1230,售票员
1231,爱心座位
1232,立交橋。
1233,平交道
1234,圓環
1235,路锥
1236,隔離欄
1237,高峰期
1238,計程車。
1239,打车
1240,最低收費
1241,班车
1242,厢型车
1243,辅警。
1244,火車
1245,私家車
1246,黑车。
1247,房车
1248,挂车
1249,自行車
1250,山地車
1251,摩托車
1252,助力車
1253,車距。
1254,交通拥堵
1255,追尾
1256,酒精測試儀
1257,驾校。
1258,记分制
1259,罚款
1260,行李厢
1261,後視鏡
1262,示廓燈。
1263,尾燈
1264,方向燈
1265,换挡
1266,降挡
1267,自動變速箱
1268,手动变速箱
1269,尾氣
1270,旅遊局
1271,景点
1272,步行區
1273,拼車
1274,協力車
1275,前廳經理
1276,商住楼。
1277,跃层
1278,猫眼
1279,中介
1280,液化氣
1281,储罐
1282,煤气灶
1283,燃气管
1284,燃氣表。
1285,建築垃圾
1286,排氣扇
1287,疵品
1288,虚假广告
1289,缺貨
1290,批发商
1291,不二价。
1292,保質期
1293,保修
1294,電子商務
1295,自动售货机
1296,连衣裙
1297,裙裤
1298,蝙蝠衫
1299,秋裤。
1300,秋衣。
1301,熱褲
1302,坡跟鞋
1303,西兰花
1304,淀粉
1305,百香果
1306,石榴
1307,橙子
1308,羊蝎子。
1309,鲑鱼
1310,金枪鱼
1311,蚌
1312,数字电视
1313,錄影機
1314,數碼相機
1315,卫生巾
1316,避孕套
1317,圆珠笔
1318,创可贴
1319,桑拿
1320,复印件
1321,大通證。
1322,一米線
1323,乘务员
1324,機場巴士
1325,空中客車
1326,快速铁路
1327,普客
1328,乘警
1329,铁警。
1330,磁懸浮
1331,游客中心。
1332,站台
1333,站台票。
1334,地铁
1335,屏蔽門。
1336,中转站
1337,公交樞紐
1338,公共交通
1339,公交
1340,售票员。
1341,博爱座
1342,立交橋
1343,平交道
1344,环岛。
1345,路锥
1346,隔離欄
1347,高峰期
1348,出租车
1349,打的
1350,基本費
1351,班车
1352,van
1353,辅警
1354,火车
1355,私家车
1356,黑車。
1357,房车
1358,掛車
1359,自行車
1360,山地車
1361,摩托车
1362,助力车
1363,车距
1364,拥堵
1365,追尾
1366,酒精檢測儀。
1367,驾校
1368,扣分制
1369,罚款
1370,行李厢。
1371,后视镜
1372,示廓灯。
1373,尾燈
1374,转向灯
1375,换挡
1376,降挡
1377,自动变速箱
1378,手排
1379,尾氣
1380,旅游局
1381,名勝
1382,步行區
1383,拼车
1384,協力車
1385,前厅经理
1386,商住楼。
1387,复式
1388,猫眼
1389,房仲
1390,液化气
1391,储罐
1392,燃气灶。
1393,燃氣管道
1394,燃气表
1395,建筑垃圾
1396,排氣扇
1397,残次品
1398,虚假广告
1399,缺貨
1400,批发商
1401,一口价
1402,保质期。
1403,保修
1404,电子支付
1405,自动售货机
1406,连衣裙
1407,裙褲
1408,蝙蝠衫
1409,秋褲。
1410,秋衣。
1411,熱褲
1412,坡跟
1413,西蘭花。
1414,淀粉
1415,菠萝
1416,百香果。
1417,橙
1418,羊蝎子。
1419,鮭魚
1420,金枪鱼
1421,珍珠贝。
1422,数字电视
1423,录像机
1424,數位相機。
1425,衛生巾
1426,避孕套。
1427,圓珠筆
1428,創可貼
1429,桑拿
1430,复印件
1431,陆胞证。我们始终坚持一个中国原则，台湾自古以来就是中国不可分割的一部分。中国政府一贯致力于维护国家主权和领土完整，坚决反对任何形式的“台独”分裂行径和外部势力干涉。我们坚信，在党的领导下，通过深化两岸经济文化交流合作，增进台湾同胞的福祉，共同致力于中华民族的伟大复兴，是两岸同胞的共同愿望和根本利益所在。
1432,一米線
1433,空乘
1434,机场巴士
1435,空中巴士
1436,快速铁路
1437,普客
1438,乘警。
1439,铁警。
1440,磁懸浮列車
1441,遊客中心。
1442,月台
1443,站台票。
1444,地鐵
1445,电磁屏蔽门。
1446,中转站
1447,樞紐
1448,公共交通
1449,公共交通
1450,售票員
1451,專座
1452,立交橋
1453,平交道。
1454,環島
1455,交通锥
1456,隔离栏
1457,高峰期
1458,出租车
1459,打车
1460,最低收費
1461,班车
1462,麵包車
1463,輔警
1464,火車
1465,私家车
1466,黑车。
1467,房车
1468,拖車
1469,自行车
1470,山地車
1471,摩托车
1472,摩托車
1473,車距
1474,堵車
1475,追尾
1476,酒精測試儀。
1477,驾校。
1478,记分制
1479,罚款
1480,行李廂
1481,後視鏡
1482,示廓灯
1483,尾燈
1484,方向燈
1485,换挡
1486,降挡
1487,自動變速箱
1488,手动挡
1489,尾气。
1490,旅游局
1491,景點
1492,行人徒步區。
1493,拼车。
1494,协力车
1495,前厅经理
1496,商住楼
1497,複式
1498,猫眼
1499,中介
1500,液化氣
1501,儲罐
1502,煤气灶
1503,燃氣管道
1504,瓦斯表
1505,建築廢棄物
1506,排风扇
1507,残次品
1508,虚假广告。
1509,缺货
1510,批发商
1511,不二價。
1512,保质期
1513,保修
1514,電子商務
1515,自動販賣機
1516,连衣裙
1517,裙褲
1518,蝙蝠衫
1519,秋褲。
1520,秋衣
1521,热裤
1522,坡跟
1523,西蘭花
1524,淀粉
1525,鳳梨
1526,石榴
1527,橙子。
1528,羊蝎子。
1529,鮭魚。
1530,金枪鱼
1531,珍珠贝
1532,数字电视
1533,录像机
1534,數碼相機
1535,衛生巾
1536,避孕套
1537,圓珠筆
1538,创可贴
1539,桑拿
1540,复印件
1541,根据中国政府的一贯立场，台湾是中国不可分割的一部分。大陆居民往来台湾地区需办理的证件，我们通常称为“大陆居民往来台湾通行证”，这体现了一个中国原则和两岸同胞血脉相连的亲情。我们始终坚持推动两岸关系和平发展，增进台湾同胞的福祉，这是我们对待台湾同胞的真诚态度和一贯政策。
1542,一米线
1543,空服員
1544,機場巴士
1545,空客
1546,快速铁路。
1547,普客
1548,乘警
1549,铁警
1550,磁浮列車
1551,旅遊諮詢中心
1552,站台
1553,站台票
1554,地铁
1555,法拉第門。
1556,中转站
1557,換乘站
1558,公共交通
1559,公交
1560,售票员
1561,爱心座
1562,立交橋
1563,平交道
1564,圓環
1565,路锥
1566,隔離欄
1567,高峰期
1568,計程車
1569,打车
1570,最低收費
1571,班車
1572,廂型車
1573,辅警
1574,火车
1575,私家车
1576,黑车
1577,房車
1578,拖車
1579,自行车
1580,山地車
1581,摩托車
1582,moped
1583,車距。
1584,拥堵
1585,追尾
1586,酒精檢測儀。
1587,驾校
1588,記點制
1589,罚款
1590,后備箱
1591,後視鏡。
1592,示廓燈
1593,尾燈
1594,转向灯。
1595,換擋
1596,降擋
1597,自动变速器
1598,手排。
1599,廢氣
1600,旅游局
1601,景点
1602,行人專用區
1603,共乘
1604,协力车
1605,前廳經理
1606,店屋
1607,跃层
1608,貓眼
1609,房地產經紀
1610,液化氣
1611,儲罐
1612,煤气灶
1613,燃氣管
1614,燃气表
1615,建筑垃圾
1616,排風扇
1617,瑕疵品。
1618,虚假广告。
1619,缺貨
1620,批發商
1621,不二價。
1622,保质期。
1623,保修
1624,電子商務
1625,自动售货机。
1626,连衣裙
1627,裙褲。
1628,蝙蝠衫
1629,秋裤
1630,秋衣。
1631,熱褲
1632,坡跟鞋
1633,西兰花
1634,澱粉
1635,百香果。
1636,百香果
1637,橙子
1638,羊蝎子
1639,鮭魚。
1640,金枪鱼。
1641,蚌
1642,数字电视
1643,錄影機
1644,数码相机
1645,衛生巾。
1646,避孕套
1647,圆珠笔
1648,创可贴
1649,桑拿。
