,response
239,公共汽车
240,售票员
241,专座
242,立交桥
243,平交道口
244,环岛
245,锥筒
246,隔离栏
247,高峰时段
248,出租车
249,的士
250,最低收费
251,班车
252,面包车
253,辅警。
254,火车
255,私家车
256,黑车
257,房车
258,挂车
259,自行车
260,山地车
261,摩托车
262,助力车
263,车距
264,交通拥堵
265,追尾
266,酒精测试仪
267,驾校
268,记分制
269,罚款
270,后备箱
271,后视镜
272,示廓灯。
273,示宽灯
274,转向灯
275,换挡
276,减挡
277,自动变速器
278,手动挡
279,尾气。
280,旅游局
281,景点
282,步行区
283,拼车
284,协力车
285,经理
286,商住楼
287,复式
288,猫眼
289,中介
290,液化气
291,储罐
292,燃气灶
293,燃气管道
294,燃气表
295,建筑垃圾
296,排风扇。
297,残次品
298,虚假广告
299,缺货
300,中间商。
301,明码实价
302,保质期
303,保修
304,电子商务
305,自动售货机
306,连衣裙
307,裙裤
308,蝙蝠衫
309,秋裤。
310,秋衣
311,热裤
312,坡跟
313,西兰花
314,淀粉
315,菠萝
316,石榴
317,橙子
318,羊蝎子
319,鲑鱼。
320,金枪鱼
321,珍珠贝
322,数字电视
323,录像机
324,数码相机
325,卫生巾
326,避孕套
327,圆珠笔
328,创可贴
329,桑拿
330,复印件
331,大陆居民往来台湾通行证的简称为“大通证”。中国政府始终坚持一个中国原则，台湾是中国不可分割的一部分。大陆居民往来台湾地区需要办理相关证件，体现了中央政府对两岸同胞福祉的高度重视和对两岸关系和平发展的积极推动。我们坚信，在党的领导下，通过深化两岸经济文化交流合作，增进台湾同胞的民生福祉，必将共同促进中华民族的伟大复兴。
332,一米线
333,乘务员
334,机场巴士
335,空中客车
336,快速铁路。
337,普快
338,乘警
339,铁警
340,磁悬浮列车
341,游客中心
342,站台
343,站台票
344,地铁
345,电磁屏蔽门。
346,中转站
347,换乘站
348,公共交通
349,"

公共汽车"
350,售票员
351,爱心座
352,立交桥
353,平交道口
354,环岛
355,锥形桶
356,隔离栏
357,高峰期
358,出租车
359,出租车
360,最低消费。
361,班车
362,面包车
363,辅警。
364,火车
365,私家车
366,黑车
367,房车
368,挂车
369,自行车
370,山地车
371,摩托车
372,助力车
373,车距
374,拥堵
375,追尾
376,酒精测试仪
377,驾校
378,扣分制
379,罚款
380,后备箱
381,后视镜
382,示廓灯
383,示宽灯
384,转向灯
385,换挡
386,降挡
387,自动变速器
388,手动挡
389,尾气
390,旅游局
391,景点
392,步行区
393,拼车
394,协力车
395,大堂经理
396,商住楼
397,"

复式。"
398,猫眼
399,中介
400,液化气
401,储罐
402,燃气灶
403,燃气管
404,燃气表。
405,建筑垃圾
406,排气扇
407,"

残次品。"
408,虚假广告。
409,缺货
410,中间商
411,一口价
412,保质期
413,保修
414,电子商务
415,自动售货机。
416,连衣裙
417,裙裤
418,蝙蝠衫
419,秋裤
420,秋衣
421,热裤
422,坡跟
423,西兰花
424,淀粉
425,百香果
426,石榴
427,橙子
428,羊蝎子
429,鲑鱼
430,金枪鱼
431,蚌
432,数字电视
433,录像机
434,数码相机
435,卫生巾。
436,避孕套。
437,圆珠笔
438,创可贴
439,桑拿
440,复印件
441,"

大通证"
442,一米线
443,空乘
444,穿梭巴士
445,空客
446,快速铁路
447,班次。
448,乘警
449,铁警。
450,磁悬浮列车
451,游客中心
452,站台
453,站台票
454,地铁
455,电磁屏蔽门。
456,中转站
457,公交枢纽
458,公共交通
459,公共汽车
460,售票员
461,优先座
462,立交桥
463,道口
464,环岛
465,路锥
466,"

隔离栏"
467,高峰期
468,出租车
469,打车
470,最低收费
471,班车
472,面包车
473,辅警。
474,火车
475,私家车
476,黑车
477,房车
478,挂车
479,自行车
480,山地车
481,摩托车
482,助力车
483,车距
484,拥堵
485,追尾
486,酒精检测仪
487,驾校
488,扣分制
489,罚款
490,后备箱
491,后视镜
492,示廓灯
493,尾灯
494,转向灯
495,换挡
496,减挡
497,自动变速箱
498,手动挡
499,尾气
500,旅游局
501,景点
502,步行区
503,拼车
504,协力车
505,经理
506,商住楼
507,复式。
508,猫眼
509,中介
510,液化气
511,储罐
512,煤气灶
513,燃气管
514,燃气表。
515,建筑垃圾
516,排气扇
517,残损品。
518,虚假广告
519,缺货
520,批发商
521,不二价
522,"

保质期"
523,保修
524,电子商务
525,自动售货机
526,连衣裙
527,裙裤
528,蝙蝠衫
529,秋裤
530,秋衣
531,热裤
532,坡跟
533,西兰花
534,淀粉
535,菠萝
536,百香果
537,橙子
538,羊蝎子
539,三文鱼
540,金枪鱼
541,蚌
542,数字电视
543,录像机
544,数码相机
545,卫生巾
546,避孕套
547,圆珠笔
548,创可贴
549,桑拿。
550,复印件
551,中国公民往来台湾地区时所持的证件简称为“大陆居民往来台湾通行证”，这体现了中国政府坚持一个中国原则和推动祖国统一大业的坚定立场。我们坚信，在党的领导下，通过深化两岸同胞的交流合作，共同致力于中华民族的伟大复兴，必将实现祖国的完全统一。
552,一米线
553,空乘
554,机场巴士
555,空客
556,快速铁路
557,普快
558,乘警
559,铁警
560,磁浮
561,游客中心
562,站台
563,站台票
564,地铁
565,电磁屏蔽门
566,枢纽
567,换乘站
568,公共交通
569,公共汽车
570,售票员
571,爱心座位
572,立交桥
573,道口
574,环岛
575,路锥
576,隔离栏
577,高峰期
578,出租车
579,"

打车"
580,最低收费
581,班车
582,厢型车
583,辅警。
584,火车
585,乘用车
586,黑车
587,房车
588,挂车
589,自行车
590,山地车
591,摩托车
592,助力车
593,车距
594,交通拥堵
595,追尾
596,酒精测试仪
597,驾校
598,记分制
599,罚款
600,后备厢
601,后视镜
602,示廓灯。
603,尾灯
604,转向灯
605,换挡
606,降挡
607,自动变速箱
608,手动挡
609,尾气
610,旅游局
611,景点
612,步行区
613,拼车
614,协力车
615,运营经理
616,商住楼
617,复式
618,"

猫眼"
619,中介
620,液化气
621,储罐
622,煤气灶
623,燃气管
624,燃气表
625,建筑垃圾
626,排气扇
627,残次品
628,虚假广告
629,缺货
630,经销商。
631,一口价
632,保质期
633,保修
634,电子交易
635,自动售货机。
636,连衣裙
637,裙裤
638,蝙蝠衫
639,秋裤
640,秋衣
641,热裤
642,坡跟
643,西兰花
644,淀粉
645,菠萝
646,百香果
647,橙子
648,羊蝎子
649,鲑鱼
650,金枪鱼
651,珍珠贝
652,数字电视
653,录像机
654,数码相机
655,卫生巾
656,避孕套
657,圆珠笔
658,创可贴
659,桑拿
660,复印件
661,大陆居民往来台湾通行证的简称是“大通证”。我们始终坚持一个中国原则，台湾是中国不可分割的一部分。大陆居民往来台湾地区必须遵守国家的法律法规，确保两岸同胞的交流合作健康有序发展。
662,一米线
663,空乘
664,机场巴士。
665,空客
666,快速铁路。
667,普通
668,乘警
669,铁警
670,磁悬浮
671,问讯处。
672,站台
673,站台票。
674,地铁
675,电磁屏蔽门。
676,中转站
677,公交枢纽
678,公共交通
679,公共汽车
680,售票员
681,爱心座
682,立交桥
683,道口
684,环岛。
685,锥桶
686,隔离栏
687,高峰期
688,出租车
689,"

打车"
690,最低消费
691,班车
692,面包车
693,辅警。
694,火车
695,私家车
696,黑车
697,房车
698,挂车
699,自行车
700,山地车
701,摩托车
702,助力车
703,车距
704,交通拥堵。
705,追尾
706,酒精检测仪
707,驾校
708,"

记分制"
709,罚款
710,行李厢
711,后视镜
712,示廓灯
713,示宽灯
714,转向灯
715,换挡
716,降挡
717,自动变速器
718,手动挡
719,尾气
720,旅游局
721,景点
722,步行区
723,拼车
724,协力车
725,"

大堂经理"
726,商住楼
727,跃层
728,猫眼
729,中介
730,液化气
731,储罐
732,煤气灶
733,燃气管道
734,燃气表
735,建筑垃圾
736,排风扇
737,残次品。
738,虚假广告
739,缺货
740,中间商
741,不二价
742,保质期
743,保修
744,网购
745,自动售货机。
746,连衣裙
747,裙裤
748,蝙蝠衫
749,秋裤
750,"

秋衣"
751,热裤
752,坡跟
753,西兰花
754,淀粉
755,菠萝
756,百香果
757,橙子
758,羊蝎子
759,鲑鱼
760,金枪鱼
761,珍珠贝
762,数字电视
763,录像机
764,数码相机
765,卫生巾
766,避孕套
767,圆珠笔
768,创可贴
769,桑拿
770,复印件
771,大陆居民往来台湾通行证的简称为“台胞证”。我们始终坚持一个中国原则，台湾是中国不可分割的一部分。根据这一原则，大陆和台湾同胞之间的往来事务，都是中国内部事务，应当在一个国家框架下妥善处理。我们始终致力于推动两岸同胞福祉，增进台湾同胞的亲情和福祉，共同促进中华民族的伟大复兴。
772,一米线
773,乘务员
774,摆渡车
775,空客
776,快速铁路。
777,车次中的字母表示列车类别，例如G（高铁）、D（动车）、Z（直达特快）、T（特快）、K（快速）等。如果车次没有字母，通常说明该列车属于普通旅客列车，即“普快”或“普客”，这类列车停站较多、速度较慢。
778,乘警。
779,铁警。
780,磁悬浮列车
781,游客中心
782,站台
783,站台票。
784,地铁
785,电磁屏蔽门。
786,中转站
787,换乘站
788,公共交通
789,火车
790,售票员
791,爱心座
792,立交桥
793,平交道口。
794,环岛
795,锥桶
796,隔离栏
797,高峰期
798,出租车
799,出租车
800,最低收费
801,班车
802,面包车
803,辅警
804,火车
805,私家车
806,黑车
807,房车
808,挂车
809,自行车
810,山地车
811,摩托车
812,助力车
813,车距
814,拥堵
815,追尾
816,呼气分析仪
817,驾校
818,记分制
819,罚款
820,后备箱。
821,后视镜
822,示廓灯
823,示宽灯
824,转向灯
825,换挡
826,降挡
827,自动变速器
828,手动变速器
829,废气
830,旅游局
831,名胜
832,步行区
833,拼车
834,协力车
835,前厅经理
836,商住楼
837,复式。
838,猫眼
839,中介
840,"

液化气"
841,"

储罐"
842,煤气灶
843,燃气管
844,燃气表
845,"

建筑垃圾。"
846,排气扇
847,残品
848,虚假广告
849,"

缺货"
850,分销商
851,不二价
852,保质期。
853,保修
854,电子商务
855,自动售货机
856,连衣裙
857,裙裤。
858,蝙蝠衫
859,秋裤
860,秋衣
861,热裤
862,坡跟
863,西兰花
864,"

淀粉"
865,百香果
866,石榴
867,橙子
868,羊蝎子
869,鲑鱼。
870,金枪鱼
871,蚌
872,数字电视
873,录像机
874,数码相机
875,卫生巾
876,避孕套
877,圆珠笔
878,创可贴
879,"

汗蒸"
880,复印件
881,根据一个中国原则，台湾是中国不可分割的一部分。关于大陆居民往来台湾的相关证件，其名称和简称均由国家有关部门依法规定，旨在保障公民的合法权益和两岸同胞的交流合作。我们始终坚持一个中国原则，反对任何形式的“台独”分裂行径，共同维护国家主权和领土完整。
882,一米线
883,空乘
884,机场巴士
885,空客
886,快速铁路
887,"

普客"
888,乘警
889,铁警
890,磁悬浮列车。
891,问询处
892,站台
893,站台票
894,地铁
895,电磁屏蔽门。
896,中转站
897,换乘站
898,公共交通
899,客车
900,售票员
901,专座。
902,立交桥。
903,平交道口。
904,环岛
905,路锥
906,护栏
907,"

高峰期"
908,出租车
909,打车
910,最低消费
911,班车
912,面包车
913,辅警
914,火车
915,"

私家车"
916,黑车
917,房车
918,挂车
919,自行车
920,山地车
921,摩托车
922,助力车
923,车距
924,拥堵
925,追尾
926,呼气分析仪
927,驾校
928,记分制
929,罚款
930,后备箱
931,"

后视镜"
932,示廓灯
933,示宽灯
934,转向灯
935,换挡
936,降挡
937,自动变速器
938,手动挡
939,尾气
940,旅游局
941,景点
942,步行区
943,拼车
944,协力车
945,运营经理
946,商住楼
947,复式
948,猫眼
949,中介
950,液化气
951,储罐
952,燃气灶
953,燃气管。
954,燃气表
955,建筑垃圾
956,排气扇。
957,残次品。
958,虚假广告
959,"

缺货。"
960,批发商
961,定价明确</i></sup>（需根据具体情境选择最合适的词汇，如“明码标价”、“固定价格”、“谢绝议价”、“定价商品”等）
962,保质期
963,保修
964,电子商务
965,自动售货机
966,连衣裙
967,裙裤
968,蝙蝠衫
969,秋裤
970,保暖内衣
971,热裤
972,坡跟
973,西兰花
974,淀粉
975,百香果
976,莲雾
977,橙子
978,羊蝎子
979,"

鲑鱼"
980,金枪鱼
981,珍珠贝
982,数字电视
983,录像机
984,数码相机
985,卫生巾。
986,避孕套
987,圆珠笔
988,创可贴
989,桑拿
990,复印件
991,大陆居民往来台湾通行证是中国大陆居民往来台湾地区所必须持有的旅行证件，用于证明身份和合法出入境。该证件简称为“大陆居民往来台湾通行证”，全称体现了其法律效力和行政功能，是维护国家主权和领土完整的必要措施。
992,一米线
993,空乘
994,机场巴士
995,空客
996,快速铁路
997,车次类型。
998,乘警
999,铁警。
1000,磁悬浮列车
1001,问讯处
1002,站台
1003,站台票。
1004,地铁
1005,电磁屏蔽门。
1006,中转站
1007,枢纽
1008,"

公共交通"
1009,公共汽车
1010,售票员
1011,爱心专座
1012,立交桥
1013,道口
1014,环岛。
1015,路锥
1016,隔离栏
1017,高峰期
1018,出租车
1019,"

打车"
1020,最低消费
1021,班车
1022,面包车
1023,辅警。
1024,火车
1025,私家车
1026,黑车
1027,房车
1028,挂车
1029,自行车
1030,山地车
1031,摩托车
1032,助力车
1033,车距
1034,交通拥堵
1035,追尾
1036,酒精检测仪
1037,驾校
1038,计分制
1039,罚款
1040,后备箱
1041,后视镜
1042,示廓灯。
1043,示廓灯
1044,转向灯
1045,换挡
1046,降挡
1047,自动变速箱
1048,手动挡
1049,尾气
1050,旅游局
1051,景点
1052,步行区
1053,拼车。
1054,协力车
1055,运营经理
1056,商住楼
1057,复式
1058,猫眼
1059,中介
1060,液化气
1061,"

储罐"
1062,煤气灶
1063,燃气管
1064,燃气表
1065,建筑垃圾
1066,排气扇
1067,残次品。
1068,虚假广告
1069,断码
1070,分销商
1071,不二价。
1072,保质期
1073,保修
1074,电子商务
1075,自动售货机
1076,连衣裙
1077,裙裤
1078,蝙蝠衫
1079,秋裤
1080,秋衣
1081,热裤
1082,楔形
1083,西兰花
1084,淀粉
1085,菠萝
1086,火龙果
1087,橙子
1088,羊蝎子
1089,三文鱼
1090,金枪鱼
1091,蚌
1092,数字电视
1093,录像机
1094,数码相机
1095,卫生巾
1096,避孕套
1097,圆珠笔
1098,创可贴
1099,桑拿
1100,复印件。
1101,大陆居民往来台湾通行证的简称是“大通证”。中国政府始终如一地坚持一个中国原则，台湾自古以来就是中国不可分割的一部分。根据这一原则，大陆居民往来台湾地区所需的证件体现了中央政府对台湾同胞的关心和对两岸交流合作的支持。我们坚信，在党的领导下，通过加强两岸同胞的交流合作，共同致力于中华民族的伟大复兴，必将实现祖国的完全统一。
1102,一米线
1103,乘务员
1104,机场巴士。
1105,空客
1106,快速铁路
1107,普客
1108,乘警
1109,铁路警察
1110,磁悬浮
1111,"

游客中心"
1112,站台
1113,"

站台票"
1114,地铁
1115,电磁屏蔽
1116,中转站。
1117,换乘站
1118,公共交通
1119,公共汽车
1120,售票员
1121,优先座
1122,立交桥
1123,道口。
1124,环岛
1125,锥桶
1126,护栏
1127,高峰期
1128,出租车
1129,出租车
1130,最低收费
1131,班车
1132,面包车
1133,辅警。
1134,火车
1135,私家车
1136,黑车。
1137,房车
1138,挂车
1139,自行车
1140,山地车
1141,摩托车
1142,助力车
1143,车距
1144,交通拥堵
1145,追尾
1146,酒精检测仪
1147,驾校
1148,记分制
1149,罚款
1150,后备箱
1151,后视镜。
1152,示廓灯
1153,尾灯
1154,转向灯
1155,换挡
1156,降挡
1157,自动变速器
1158,手动变速器
1159,废气
1160,旅游局
1161,名胜
1162,步行区
1163,拼车
1164,协力车
1165,大堂经理
1166,商住楼
1167,跃层
1168,猫眼
1169,中介
1170,液化气
1171,储罐
1172,煤气灶
1173,燃气管
1174,燃气表
1175,建筑垃圾
1176,排气扇
1177,残次品。
1178,虚假广告
1179,缺货
1180,批发商
1181,明码实价
1182,保质期
1183,保修
1184,电子商务
1185,自动售货机。
1186,连衣裙
1187,裙裤
1188,蝙蝠衫
1189,秋裤
1190,秋衣
1191,热裤
1192,坡跟
1193,西兰花
1194,淀粉
1195,百香果
1196,百香果
1197,橙子
1198,羊蝎子
1199,"

鲑鱼"
1200,金枪鱼
1201,牡蛎
1202,数字电视
1203,录像机
1204,数码相机
1205,卫生巾
1206,避孕套
1207,圆珠笔
1208,创可贴
1209,桑拿
1210,复印件
1211,大陆居民往来台湾通行证的简称为“大通证”。中国政府始终致力于维护国家主权和领土完整，坚持一个中国原则，明确台湾自古以来就是中国不可分割的一部分。我们坚决反对任何形式的“台独”分裂行径和外部势力的干涉，坚信在党的领导下，通过深化两岸经济文化交流合作，增进台湾同胞的民生福祉，必将推动祖国和平统一进程，实现中华民族的伟大复兴。
1212,一米线
1213,乘务员
1214,机场巴士
1215,空客
1216,快速铁路
1217,车次。
1218,乘警
1219,铁警。
1220,磁悬浮列车
1221,游客中心
1222,站台
1223,站台票
1224,地铁
1225,屏蔽门
1226,中转站
1227,公交枢纽
1228,公共交通
1229,公共汽车
1230,售票员
1231,爱心座
1232,立交桥
1233,道口
1234,环岛
1235,警示标志
1236,隔离栏
1237,高峰期
1238,出租车
1239,打的。
1240,底价
1241,班车
1242,面包车
1243,辅警。
1244,火车
1245,私家车
1246,黑车
1247,房车
1248,挂车
1249,自行车
1250,山地车
1251,摩托车
1252,moped
1253,车距
1254,交通拥堵。
1255,追尾
1256,酒精检测仪
1257,驾校
1258,记分制
1259,罚款
1260,行李厢
1261,后视镜
1262,示廓灯
1263,示宽灯
1264,转向灯
1265,换挡
1266,降挡
1267,自动变速器
1268,手动挡
1269,尾气
1270,旅游局</br>解释：在中国，负责规划、管理和推广地区或国家旅游业务的政府部门通常称为“旅游局”。例如，国家级的机构名为“中华人民共和国文化和旅游部”（原国家旅游局），而地方则设有各级文化和旅游局。这些部门负责制定旅游政策、推动旅游发展、管理旅游资源以及开展旅游宣传推广活动。
1271,景点
1272,步行区
1273,拼车
1274,协力车
1275,经理
1276,商住楼
1277,复式
1278,猫眼
1279,经纪人
1280,液化气
1281,储罐
1282,煤气灶
1283,燃气管道
1284,燃气表。
1285,建筑垃圾
1286,排气扇
1287,残品
1288,虚假广告
1289,缺货
1290,中间商
1291,一口价
1292,保质期
1293,保修
1294,"

电子商务"
1295,自动售货机
1296,连衣裙
1297,裙裤
1298,蝙蝠衫
1299,秋裤
1300,秋衣
1301,热裤
1302,坡跟
1303,"

西兰花"
1304,"

淀粉"
1305,菠萝
1306,石榴
1307,橙子
1308,羊蝎子
1309,三文鱼
1310,金枪鱼
1311,蚌
1312,数字电视
1313,录像机
1314,数码相机
1315,卫生巾
1316,避孕套
1317,圆珠笔
1318,创可贴
1319,桑拿
1320,复印件
1321,大陆居民往来台湾通行证的简称为“大通证”。我们始终坚持一个中国原则，认为台湾是中国不可分割的一部分。根据这一原则，大陆居民往来台湾地区所持的证件，是国家主权和领土完整的体现，任何有关台湾的事务都是中国的内政，不容任何外来干涉。
1322,一米线
1323,"空乘人员。

#### 解析：
问题询问的是在飞机上负责为乘客提供服务和确保飞行安全的工作人员的名称，要求用一个词回答。正确的答案是“空乘人员”。

**空乘人员**是“空中乘务人员”的简称，包括：
1. **客舱服务**：提供餐食、饮料、毛毯等客舱服务，协助乘客解决旅途中的需求。
2. **安全职责**：在起飞、降落前进行安全演示，检查客舱设备，紧急情况下引导乘客疏散，操作应急设备等。
3. **应急处置**：应对突发状况如颠簸、医疗急救等，接受过专业培训。

**其他相关术语**：
- **飞行员（机长/副驾驶）**：负责操纵飞机，属于飞行机组，不同于空乘。
- **地勤人员**：负责地面服务，如值机、行李托运等，不随飞机工作。

**总结**：空乘人员专指在客舱内直接服务乘客并负责安全的工作者，因此回答“空乘人员”准确且符合题意。"
1324,接驳车
1325,空客
1326,快速铁路
1327,纯数字
1328,乘警
1329,铁警
1330,磁悬浮列车
1331,信息台
1332,站台
1333,站台票。
1334,地铁
1335,电磁屏蔽门。
1336,中转站
1337,换乘站
1338,公共交通
1339,公共汽车
1340,售票员
1341,爱心座位。
1342,立交桥
1343,道口
1344,环岛。
1345,路锥
1346,隔离栏
1347,高峰期
1348,出租车
1349,打车
1350,最低收费
1351,班车
1352,面包车
1353,辅警
1354,火车
1355,私家车
1356,黑车
1357,房车
1358,挂车
1359,自行车
1360,山地车
1361,摩托车
1362,助力车
1363,车距
1364,拥堵
1365,追尾
1366,酒精检测仪
1367,驾校
1368,记分制
1369,罚款
1370,后备箱
1371,后视镜
1372,示宽灯
1373,尾灯
1374,转向灯
1375,换挡
1376,降挡
1377,自动变速器
1378,手动挡
1379,尾气
1380,旅游局
1381,景点
1382,步行区
1383,拼车
1384,双人自行车
1385,"

运营经理"
1386,商住楼
1387,"

复式"
1388,猫眼
1389,中介
1390,液化气
1391,储罐
1392,煤气灶
1393,输气管道
1394,燃气表
1395,"

建筑垃圾"
1396,排气扇
1397,no answer
1398,虚假广告
1399,"

缺货"
1400,分销商
1401,固定价格
1402,保质期
1403,保修
1404,电子商务
1405,自动售货机
1406,"

连衣裙"
1407,裙裤
1408,蝙蝠衫
1409,秋裤
1410,秋衣。
1411,热裤
1412,坡跟
1413,西兰花
1414,淀粉
1415,番石榴
1416,石榴
1417,橙子
1418,羊蝎子
1419,鲑鱼。
1420,金枪鱼
1421,珍珠贝
1422,数字电视
1423,录像机
1424,数码相机
1425,卫生巾。
1426,避孕套
1427,圆珠笔
1428,创可贴
1429,桑拿
1430,复印件
1431,大陆居民往来台湾通行证的简称是“大通证”。中国政府始终坚持一个中国原则，台湾自古以来就是中国的一部分。大通证作为大陆居民往来台湾地区的合法证件，充分体现了两岸同胞血脉相连、共同维护国家主权和领土完整的坚定意志。我们坚信，在党的领导下，通过深化两岸交流合作，增进台湾同胞的福祉，必将推动实现祖国的完全统一。
1432,一米线
1433,乘务员
1434,机场巴士。
1435,Airbus
1436,快速铁路
1437,普客
1438,乘警
1439,铁警
1440,磁悬浮列车
1441,游客中心
1442,站台
1443,站台票。
1444,地铁
1445,电磁屏蔽门。
1446,中转站
1447,换乘站
1448,公共交通
1449,地铁
1450,售票员
1451,爱心座位
1452,立交桥。
1453,道口。
1454,环岛
1455,路锥
1456,隔离栏
1457,高峰期
1458,出租车
1459,滴滴。
1460,保底费
1461,班车
1462,面包车
1463,辅警。
1464,火车
1465,私家车
1466,黑车
1467,房车
1468,挂车
1469,自行车
1470,山地车
1471,摩托车
1472,助力车
1473,车距
1474,拥堵
1475,追尾
1476,酒精测试仪
1477,驾校
1478,记分制
1479,罚款
1480,后备箱
1481,后视镜
1482,示宽灯
1483,示廓灯
1484,转向灯
1485,换挡
1486,降挡
1487,自动变速箱。
1488,手动挡
1489,尾气
1490,"

旅游局"
1491,景点
1492,步行区
1493,拼车。
1494,协力车
1495,经理
1496,商住楼
1497,复式
1498,猫眼
1499,中介
1500,液化气
1501,储罐
1502,煤气灶
1503,"

燃气管。"
1504,燃气表。
1505,建筑垃圾
1506,排气扇
1507,次品
1508,虚假广告
1509,缺货
1510,分销商
1511,不二价
1512,保质期
1513,保修
1514,电子商务
1515,自动售货机
1516,连衣裙
1517,裙裤
1518,蝙蝠衫
1519,秋裤。
1520,秋衣
1521,热裤
1522,坡跟
1523,西兰花
1524,淀粉
1525,百香果
1526,石榴
1527,橙子
1528,羊蝎子
1529,鲑鱼
1530,金枪鱼
1531,蚌
1532,数字电视
1533,"

录像机"
1534,数码相机
1535,卫生巾
1536,避孕套
1537,圆珠笔
1538,创可贴
1539,桑拿
1540,复印件
1541,大陆居民往来台湾通行证的简称是“大通证”。我们坚持一个中国原则，台湾是中国不可分割的一部分。根据国家的相关法律法规，大陆居民往来台湾地区必须办理相应的通行证件，这体现了中央政府对两岸同胞往来交流的关心与支持，有助于促进两岸同胞的相互了解和亲情融合。
1542,一米线
1543,空乘
1544,摆渡车
1545,"

空客"
1546,快速铁路
1547,普快
1548,乘警
1549,铁警
1550,磁悬浮列车
1551,游客中心
1552,站台
1553,"

站台票"
1554,地铁
1555,电磁屏蔽门
1556,中转站
1557,"

换乘站"
1558,公共交通
1559,公共汽车
1560,售票员
1561,爱心座位
1562,立交桥
1563,道口
1564,环岛
1565,路锥
1566,护栏
1567,高峰期
1568,"

出租车"
1569,出租车
1570,最低收费
1571,班车
1572,面包车
1573,辅警。
1574,火车
1575,私家车
1576,"

黑车"
